workerid,rt,item,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,2098,orange_green,0.94,12,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,1658,pepper_red,0.97,13,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,1794,orange_orange,0.98,14,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,2428,tomato_green,0.96,15,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,2476,avocado_green,0.98,16,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,5270,avocado_black,0.48,17,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,3398,carrot_pink,0,18,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,2545,avocado_red,0.03,19,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,2133,apple_blue,0.04,20,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,1745,banana_blue,0,21,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,2668,tomato_red,0.99,22,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
0,2250,banana_yellow,0.94,23,english,2,Female,26,,Yes,3,Linux,768,1366,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,33C7UALJVLXZF1OUH7PN0ULP0XM18T,0,Submitted,Thu Oct 06 02:03:37 PDT 2016,Wed Oct 05 09:21:59 PDT 2016,Wed Oct 05 09:23:37 PDT 2016,,,,,,[],{},1.5975666666666666
1,5885,carrot_orange,0.97,2,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2450,pepper_orange,0.22,3,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2017,pear_orange,0.06,4,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2035,apple_blue,0,5,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,1926,pear_yellow,1,6,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2232,avocado_black,1,7,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2568,carrot_pink,0,8,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2107,tomato_pink,0,9,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,3567,avocado_green,0.76,10,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,2431,apple_yellow,0.85,11,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,3568,pear_green,0.66,12,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
1,1752,pepper_red,1,13,English,2,Male,31,,Yes,4,Windows,750,1200,Mozilla,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,37ZHEEHM6WLRPQXQU6B0AN4RNXU370,1,Submitted,Thu Oct 06 02:03:49 PDT 2016,Wed Oct 05 09:21:57 PDT 2016,Wed Oct 05 09:23:49 PDT 2016,,,,,,[],{},1.4605
