context,label_name,informativeness_level,length,relFreq,typicality,distr1,distr1_typicality,distr2,distr2_typicality
12,wup4,super,4,0.000000146,0.55,distr1_highTyp,0.95,distr2_lowTyp,0.55
12,wuppdeehwupp1,super,13,0.000117655,0.95,distr1_highTyp,0.95,distr2_lowTyp,0.55
12,wuppdeehwupp2,super,13,0.000000146,0.95,distr1_highTyp,0.95,distr2_lowTyp,0.55
12,wuppdeehwupp3,super,13,0.000117655,0.55,distr1_highTyp,0.95,distr2_lowTyp,0.55
12,wuppdeehwupp4,super,13,0.000000146,0.55,distr1_highTyp,0.95,distr2_lowTyp,0.55
12,bla1,sub,4,0.000117655,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,bla2,sub,4,0.000000146,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,bla3,sub,4,0.000117655,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,bla4,sub,4,0.000000146,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,blahblahblah1,sub,13,0.000117655,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,blahblahblah2,sub,13,0.000000146,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,blahblahblah3,sub,13,0.000117655,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,blahblahblah4,sub,13,0.000000146,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zap1,basic,4,0.000117655,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zap2,basic,4,0.000000146,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zap3,basic,4,0.000117655,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zap4,basic,4,0.000000146,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zappadhizapp1,basic,13,0.000117655,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zappadhizapp2,basic,13,0.000000146,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zappadhizapp3,basic,13,0.000117655,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,zappadhizapp4,basic,13,0.000000146,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wup1,super,4,0.000117655,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wup2,super,4,0.000000146,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wup3,super,4,0.000117655,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wup4,super,4,0.000000146,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wuppdeehwupp1,super,13,0.000117655,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wuppdeehwupp2,super,13,0.000000146,0.95,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wuppdeehwupp3,super,13,0.000117655,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,wuppdeehwupp4,super,13,0.000000146,0.55,distr1_lowTyp,0.55,distr2_highTyp,0.95
12,bla1,sub,4,0.000117655,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,bla2,sub,4,0.000000146,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,bla3,sub,4,0.000117655,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,bla4,sub,4,0.000000146,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,blahblahblah1,sub,13,0.000117655,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,blahblahblah2,sub,13,0.000000146,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,blahblahblah3,sub,13,0.000117655,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,blahblahblah4,sub,13,0.000000146,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zap1,basic,4,0.000117655,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zap2,basic,4,0.000000146,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zap3,basic,4,0.000117655,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zap4,basic,4,0.000000146,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zappadhizapp1,basic,13,0.000117655,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zappadhizapp2,basic,13,0.000000146,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zappadhizapp3,basic,13,0.000117655,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,zappadhizapp4,basic,13,0.000000146,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wup1,super,4,0.000117655,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wup2,super,4,0.000000146,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wup3,super,4,0.000117655,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wup4,super,4,0.000000146,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wuppdeehwupp1,super,13,0.000117655,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wuppdeehwupp2,super,13,0.000000146,0.95,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wuppdeehwupp3,super,13,0.000117655,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
12,wuppdeehwupp4,super,13,0.000000146,0.55,distr1_lowTyp,0.55,distr2_lowTyp,0.55
22,bla1,sub,4,0.000117655,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,bla2,sub,4,0.000000146,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,bla3,sub,4,0.000117655,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,bla4,sub,4,0.000000146,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,blahblahblah1,sub,13,0.000117655,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,blahblahblah2,sub,13,0.000000146,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,blahblahblah3,sub,13,0.000117655,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,blahblahblah4,sub,13,0.000000146,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zap1,basic,4,0.000117655,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zap2,basic,4,0.000000146,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zap3,basic,4,0.000117655,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zap4,basic,4,0.000000146,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zappadhizapp1,basic,13,0.000117655,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zappadhizapp2,basic,13,0.000000146,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zappadhizapp3,basic,13,0.000117655,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,zappadhizapp4,basic,13,0.000000146,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wup1,super,4,0.000117655,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wup2,super,4,0.000000146,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wup3,super,4,0.000117655,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wup4,super,4,0.000000146,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_highTyp,0.95,distr2_highTyp,0.95
22,bla1,sub,4,0.000117655,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,bla2,sub,4,0.000000146,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,bla3,sub,4,0.000117655,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,bla4,sub,4,0.000000146,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,blahblahblah1,sub,13,0.000117655,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,blahblahblah2,sub,13,0.000000146,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,blahblahblah3,sub,13,0.000117655,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,blahblahblah4,sub,13,0.000000146,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zap1,basic,4,0.000117655,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zap2,basic,4,0.000000146,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zap3,basic,4,0.000117655,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zap4,basic,4,0.000000146,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zappadhizapp1,basic,13,0.000117655,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zappadhizapp2,basic,13,0.000000146,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zappadhizapp3,basic,13,0.000117655,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,zappadhizapp4,basic,13,0.000000146,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wup1,super,4,0.000117655,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wup2,super,4,0.000000146,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wup3,super,4,0.000117655,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wup4,super,4,0.000000146,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_highTyp,0.95,distr2_lowTyp,0.55
22,bla1,sub,4,0.000117655,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,bla2,sub,4,0.000000146,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,bla3,sub,4,0.000117655,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,bla4,sub,4,0.000000146,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,blahblahblah1,sub,13,0.000117655,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,blahblahblah2,sub,13,0.000000146,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,blahblahblah3,sub,13,0.000117655,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,blahblahblah4,sub,13,0.000000146,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zap1,basic,4,0.000117655,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zap2,basic,4,0.000000146,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zap3,basic,4,0.000117655,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zap4,basic,4,0.000000146,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zappadhizapp1,basic,13,0.000117655,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zappadhizapp2,basic,13,0.000000146,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zappadhizapp3,basic,13,0.000117655,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,zappadhizapp4,basic,13,0.000000146,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wup1,super,4,0.000117655,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wup2,super,4,0.000000146,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wup3,super,4,0.000117655,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wup4,super,4,0.000000146,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
22,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_lowTyp,0.55,distr2_lowTyp,0.55
23,bla1,sub,4,0.000117655,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,bla2,sub,4,0.000000146,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,bla3,sub,4,0.000117655,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,bla4,sub,4,0.000000146,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,blahblahblah1,sub,13,0.000117655,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,blahblahblah2,sub,13,0.000000146,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,blahblahblah3,sub,13,0.000117655,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,blahblahblah4,sub,13,0.000000146,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zap1,basic,4,0.000117655,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zap2,basic,4,0.000000146,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zap3,basic,4,0.000117655,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zap4,basic,4,0.000000146,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zappadhizapp1,basic,13,0.000117655,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zappadhizapp2,basic,13,0.000000146,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zappadhizapp3,basic,13,0.000117655,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,zappadhizapp4,basic,13,0.000000146,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wup1,super,4,0.000117655,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wup2,super,4,0.000000146,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wup3,super,4,0.000117655,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wup4,super,4,0.000000146,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_highTyp,0.95,distr3_highTyp,0.95
23,bla1,sub,4,0.000117655,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,bla2,sub,4,0.000000146,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,bla3,sub,4,0.000117655,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,bla4,sub,4,0.000000146,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,blahblahblah1,sub,13,0.000117655,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,blahblahblah2,sub,13,0.000000146,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,blahblahblah3,sub,13,0.000117655,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,blahblahblah4,sub,13,0.000000146,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zap1,basic,4,0.000117655,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zap2,basic,4,0.000000146,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zap3,basic,4,0.000117655,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zap4,basic,4,0.000000146,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zappadhizapp1,basic,13,0.000117655,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zappadhizapp2,basic,13,0.000000146,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zappadhizapp3,basic,13,0.000117655,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,zappadhizapp4,basic,13,0.000000146,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wup1,super,4,0.000117655,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wup2,super,4,0.000000146,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wup3,super,4,0.000117655,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wup4,super,4,0.000000146,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_highTyp,0.95,distr3_lowTyp,0.55
23,bla1,sub,4,0.000117655,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,bla2,sub,4,0.000000146,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,bla3,sub,4,0.000117655,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,bla4,sub,4,0.000000146,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,blahblahblah1,sub,13,0.000117655,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,blahblahblah2,sub,13,0.000000146,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,blahblahblah3,sub,13,0.000117655,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,blahblahblah4,sub,13,0.000000146,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zap1,basic,4,0.000117655,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zap2,basic,4,0.000000146,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zap3,basic,4,0.000117655,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zap4,basic,4,0.000000146,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zappadhizapp1,basic,13,0.000117655,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zappadhizapp2,basic,13,0.000000146,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zappadhizapp3,basic,13,0.000117655,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,zappadhizapp4,basic,13,0.000000146,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wup1,super,4,0.000117655,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wup2,super,4,0.000000146,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wup3,super,4,0.000117655,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wup4,super,4,0.000000146,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_lowTyp,0.55,distr3_highTyp,0.95
23,bla1,sub,4,0.000117655,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,bla2,sub,4,0.000000146,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,bla3,sub,4,0.000117655,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,bla4,sub,4,0.000000146,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,blahblahblah1,sub,13,0.000117655,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,blahblahblah2,sub,13,0.000000146,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,blahblahblah3,sub,13,0.000117655,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,blahblahblah4,sub,13,0.000000146,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zap1,basic,4,0.000117655,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zap2,basic,4,0.000000146,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zap3,basic,4,0.000117655,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zap4,basic,4,0.000000146,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zappadhizapp1,basic,13,0.000117655,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zappadhizapp2,basic,13,0.000000146,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zappadhizapp3,basic,13,0.000117655,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,zappadhizapp4,basic,13,0.000000146,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wup1,super,4,0.000117655,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wup2,super,4,0.000000146,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wup3,super,4,0.000117655,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wup4,super,4,0.000000146,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wuppdeehwupp1,super,13,0.000117655,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wuppdeehwupp2,super,13,0.000000146,0.95,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wuppdeehwupp3,super,13,0.000117655,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
23,wuppdeehwupp4,super,13,0.000000146,0.55,distr2_lowTyp,0.55,distr3_lowTyp,0.55
33,bla1,sub,4,0.000117655,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,bla2,sub,4,0.000000146,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,bla3,sub,4,0.000117655,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,bla4,sub,4,0.000000146,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,blahblahblah1,sub,13,0.000117655,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,blahblahblah2,sub,13,0.000000146,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,blahblahblah3,sub,13,0.000117655,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,blahblahblah4,sub,13,0.000000146,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zap1,basic,4,0.000117655,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zap2,basic,4,0.000000146,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zap3,basic,4,0.000117655,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zap4,basic,4,0.000000146,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
