gameid,roundNum,targetName,alt1Name,alt2Name,refLevel
5239-5,50,bedsidetable,crocodile,elephant,sub
5239-5,41,mnms,rosemary,elephant,sub
3695-5,16,rose,wardrobe,elephant,basic
0198-d,52,minivan,kitten,gloves,sub
4452-5,65,bedsidetable,cookies,horse,sub
6456-4,52,dressshirt,lamp,horse,basic
3158-b,50,jellybeans,ambulance,iguana,sub
3504-8,10,sportscar,rosemary,iguana,basic
4393-a,70,hawaiishirt,firetruck,kitten,basic
3158-b,60,eagle,rosemary,motorcycle,sub
5934-3,68,poloshirt,pretzels,pig,basic
2195-2,64,catfish,dress,pretzels,basic
5628-2,3,hummingbird,pretzels,pretzels,basic
3504-8,58,diningtable,firetruck,rabbit,basic
9807-5,35,rose,chick,rhino,sub
5628-2,59,mnms,chick,rhino,basic
3504-8,66,convertible,crocodile,rosemary,basic
8258-f,56,bedsidetable,rabbit,sheep,sub
5076-0,21,husky,wardrobe,socks,super
8286-0,25,goldfish,grasses,train,basic
4393-a,48,husky,motorcycle,wardrobe,basic
8430-f,62,catfish,popcorn,wardrobe,basic
1223-7,64,pug,pretzels,wardrobe,sub
9551-7,29,husky,motorcycle,bookcase,basic
5512-7,31,grizzlybear,train,bookcase,basic
8684-3,22,rose,bison,chick,basic
1223-7,58,blackbear,ambulance,chips,basic
5934-3,59,sunflower,gloves,cookies,sub
8684-3,16,blackbear,ivy,cookies,super
8286-0,38,catfish,wardrobe,cookies,basic
9807-5,45,tulip,bed,cow,sub
4517-f,38,minivan,sheep,cow,sub
1223-7,27,diningtable,lobster,crocodile,basic
9807-5,47,jellybeans,lamp,crocodile,basic
2195-2,15,clownfish,grasses,dress,basic
3504-8,71,germanshepherd,motorcycle,dress,basic
5934-3,42,coffeetable,bison,elephant,basic
8258-f,63,clownfish,bed,firetruck,basic
4393-a,37,sunflower,lion,firetruck,basic
5628-2,66,picnictable,rabbit,firetruck,basic
0198-d,21,suv,cow,grasses,basic
2195-2,25,mnms,crocodile,grasses,sub
9807-5,22,minivan,dress,grasses,basic
8258-f,6,polarbear,chips,grasses,basic
9807-5,49,pug,pretzels,grasses,basic
3293-5,69,poloshirt,rabbit,grasses,basic
5076-0,59,rose,pretzels,horse,sub
3293-5,36,convertible,socks,horse,basic
4452-5,51,picnictable,chick,kitten,sub
7830-a,41,diningtable,squirrel,lion,basic
3695-5,42,skittles,gloves,lobster,sub
2919-a,44,mnms,dress,lobster,basic
3504-8,22,dressshirt,ivy,lobster,basic
2919-a,52,goldfish,bed,motorcycle,basic
7830-a,70,pigeon,chips,motorcycle,basic
7830-a,46,blackbear,bathrobe,popcorn,basic
3504-8,37,blackbear,bookcase,popcorn,basic
5975-e,61,germanshepherd,gloves,popcorn,super
4393-a,62,convertible,dress,popcorn,basic
0198-d,42,germanshepherd,popcorn,pottedplant,basic
4517-f,25,parrot,pottedplant,pottedplant,basic
5975-e,66,pug,bookcase,pretzels,super
7830-a,61,minivan,crocodile,pretzels,sub
8430-f,18,dalmatian,gloves,pretzels,basic
3695-5,11,grizzlybear,firetruck,pretzels,basic
8286-0,61,gummybears,cow,rabbit,basic
5076-0,49,tulip,train,rabbit,basic
5975-e,45,husky,dress,rosemary,super
8430-f,70,husky,ivy,rosemary,basic
5076-0,72,pandabear,lamp,rosemary,sub
0198-d,41,sportscar,pretzels,sheep,basic
6456-4,43,pandabear,bed,socks,basic
9551-7,22,goldfish,ambulance,socks,basic
5512-7,70,blackbear,bathrobe,socks,basic
3504-8,70,pigeon,rosemary,socks,basic
3695-5,9,suv,lion,socks,sub
2195-2,70,convertible,lobster,socks,basic
2195-2,45,gummybears,train,squirrel,sub
2195-2,68,swordfish,gloves,train,basic
3158-b,7,pug,pottedplant,train,basic
4452-5,70,pandabear,wardrobe,train,sub
7111-e,39,swordfish,firetruck,train,sub
9551-7,16,tshirt,grasses,train,basic
3158-b,72,hawaiishirt,squirrel,train,basic
5512-7,69,gummybears,firetruck,wardrobe,basic
5239-5,42,hummingbird,bookcase,wardrobe,sub
4452-5,28,grizzlybear,bathrobe,bookcase,basic
3293-5,61,blackbear,grasses,bookcase,basic
5239-5,21,rose,dress,chick,basic
5628-2,29,gummybears,firetruck,chick,sub
2919-a,12,coffeetable,rabbit,chick,basic
2195-2,62,hummingbird,grasses,chips,sub
1223-7,60,dalmatian,train,chips,sub
5512-7,49,suv,wardrobe,chips,basic
7830-a,72,parrot,bathrobe,cookies,basic
5512-7,72,rose,bathrobe,cookies,sub
3504-8,24,polarbear,rosemary,cookies,sub
4452-5,4,catfish,rosemary,cookies,sub
4517-f,52,husky,socks,cookies,basic
3695-5,41,sunflower,gloves,cookies,basic
4517-f,6,eagle,popcorn,dress,sub
4393-a,67,dressshirt,chips,elephant,basic
2919-a,50,diningtable,pretzels,elephant,basic
1223-7,36,jellybeans,bed,firetruck,sub
8286-0,43,pigeon,bookcase,firetruck,basic
6456-4,31,eagle,chips,firetruck,basic
3158-b,30,sunflower,cow,firetruck,basic
0198-d,69,skittles,squirrel,firetruck,basic
4452-5,19,hummingbird,train,firetruck,basic
4452-5,8,skittles,bathrobe,gloves,sub
9807-5,17,dalmatian,ambulance,gloves,basic
4452-5,35,clownfish,socks,gloves,basic
9551-7,3,skittles,bookcase,gloves,basic
8286-0,24,grizzlybear,train,grasses,basic
6456-4,67,minivan,bathrobe,horse,basic
1223-7,10,hawaiishirt,pig,horse,basic
5934-3,69,skittles,ambulance,iguana,sub
8258-f,8,sunflower,dress,iguana,basic
8430-f,4,convertible,grasses,iguana,basic
0198-d,68,sunflower,cookies,iguana,basic
1223-7,33,pigeon,bed,ivy,sub
0198-d,29,clownfish,bed,ivy,basic
5628-2,72,poloshirt,crocodile,ivy,basic
5975-e,31,catfish,firetruck,ivy,sub
2195-2,8,eagle,ivy,ivy,sub
8258-f,4,grizzlybear,pottedplant,ivy,basic
1223-7,45,suv,sheep,ivy,basic
3293-5,63,husky,chips,ivy,basic
8430-f,32,gummybears,wardrobe,ivy,sub
8258-f,53,minivan,cow,ivy,sub
2919-a,14,minivan,lamp,ivy,sub
9551-7,69,coffeetable,dress,kitten,basic
8684-3,6,coffeetable,motorcycle,kitten,super
3293-5,17,hawaiishirt,ivy,kitten,basic
5512-7,18,goldfish,ambulance,lamp,basic
7830-a,71,eagle,bathrobe,lamp,sub
4517-f,16,suv,elephant,lobster,basic
7111-e,34,hawaiishirt,chick,lobster,sub
3293-5,55,grizzlybear,chips,motorcycle,basic
9551-7,43,swordfish,cookies,motorcycle,basic
5512-7,66,eagle,socks,motorcycle,basic
8430-f,56,poloshirt,firetruck,pig,basic
9807-5,68,daisy,bison,popcorn,basic
4452-5,68,pigeon,popcorn,popcorn,basic
3695-5,46,blackbear,wardrobe,popcorn,basic
5512-7,53,polarbear,bathrobe,pottedplant,basic
1223-7,54,convertible,chick,pottedplant,basic
6456-4,47,picnictable,grasses,pottedplant,basic
3158-b,33,clownfish,bathrobe,pretzels,basic
6456-4,6,parrot,lamp,pretzels,basic
4393-a,58,dalmatian,pretzels,pretzels,basic
4393-a,10,grizzlybear,lamp,pretzels,basic
2919-a,64,picnictable,firetruck,pretzels,basic
8430-f,37,coffeetable,lion,pretzels,sub
5076-0,3,coffeetable,gloves,rabbit,super
3158-b,55,sportscar,lamp,rabbit,basic
6456-4,34,coffeetable,bison,rhino,basic
5512-7,46,skittles,rosemary,rhino,basic
4842-f,27,convertible,elephant,rhino,sub
9807-5,72,mnms,rabbit,rhino,basic
4517-f,15,pigeon,grasses,rosemary,basic
3695-5,57,hawaiishirt,horse,rosemary,basic
4393-a,41,picnictable,motorcycle,rosemary,basic
5934-3,58,dalmatian,chips,rosemary,sub
8430-f,46,blackbear,firetruck,rosemary,basic
5239-5,22,hawaiishirt,bison,sheep,basic
5628-2,58,suv,bathrobe,sheep,basic
3504-8,2,sunflower,train,sheep,basic
8258-f,30,mnms,sheep,snake,basic
5628-2,51,diningtable,socks,snake,basic
2919-a,11,germanshepherd,firetruck,socks,basic
5934-3,60,husky,motorcycle,socks,sub
3293-5,32,sunflower,rabbit,socks,basic
6456-4,4,daisy,bison,squirrel,basic
8286-0,8,sportscar,chips,squirrel,basic
4517-f,70,coffeetable,bison,train,basic
4517-f,5,hawaiishirt,firetruck,train,sub
8286-0,23,blackbear,grasses,train,basic
5934-3,3,pandabear,lamp,train,sub
2195-2,4,goldfish,lamp,wardrobe,basic
3158-b,20,polarbear,firetruck,wardrobe,sub
5628-2,62,catfish,pottedplant,wardrobe,basic
gameid,roundNum,targetName,alt1Name,alt2Name,refLevel
2298-c,2,suv,ambulance,pottedplant,sub
2298-c,9,dressshirt,dress,socks,basic
2298-c,14,picnictable,sidetable,bed,sub
2298-c,15,grizzlybear,koalabear,cow,basic
2298-c,16,husky,greyhound,hamster,sub
2298-c,17,parrot,train,bookcase,sub
2298-c,18,goldfish,lobster,rhino,basic
2298-c,20,minivan,lamp,grasses,basic
2298-c,21,gummybears,grasses,dress,basic
2298-c,25,eagle,lobster,rosemary,basic
2298-c,27,jellybeans,chips,socks,basic
2298-c,28,tulip,horse,socks,basic
2298-c,29,convertible,motorcycle,firetruck,sub
2298-c,30,diningtable,sidetable,wardrobe,basic
2298-c,31,blackbear,lion,koalabear,basic
2298-c,36,poloshirt,rhino,bathrobe,basic
2298-c,39,mnms,popcorn,gloves,basic
2298-c,40,rose,elephant,pottedplant,sub
2298-c,42,hawaiishirt,grasses,lion,basic
2298-c,43,pigeon,lion,rhino,basic
2298-c,44,coffeetable,grasses,bookcase,basic
2298-c,47,polarbear,crocodile,hamster,basic
2298-c,51,pug,iguana,horse,sub
2298-c,52,germanshepherd,iguana,squirrel,basic
2298-c,53,daisy,cow,gloves,basic
2298-c,54,swordfish,squirrel,discusfish,basic
2298-c,55,pandabear,bison,koalabear,sub
2298-c,56,dalmatian,bookcase,cookies,sub
2298-c,57,catfish,iguana,horse,basic
2298-c,63,bedsidetable,motorcycle,cow,super
2298-c,68,sportscar,ambulance,sheep,basic
2298-c,70,hummingbird,rhino,gloves,basic
2298-c,72,skittles,candycorn,popcorn,sub
2662-0,2,swordfish,lobster,train,basic
2662-0,10,sunflower,wardrobe,rabbit,basic
2662-0,12,pigeon,rhino,snake,basic
2662-0,18,husky,rabbit,sheep,basic
2662-0,20,picnictable,sidetable,bookcase,sub
2662-0,23,parrot,ambulance,rosemary,basic
2662-0,26,bedsidetable,cookies,pig,super
2662-0,30,catfish,lobster,kitten,basic
2662-0,32,mnms,ambulance,popcorn,basic
2662-0,33,diningtable,bookcase,sidetable,basic
2662-0,34,daisy,crocodile,ivy,basic
2662-0,40,polarbear,koalabear,pig,sub
2662-0,42,coffeetable,popcorn,sheep,basic
2662-0,43,tshirt,pottedplant,sheep,basic
2662-0,47,pandabear,bookcase,bathrobe,basic
2662-0,48,minivan,wardrobe,grasses,super
2662-0,53,goldfish,hamster,snake,basic
2662-0,55,sportscar,firetruck,ambulance,basic
2662-0,56,eagle,pottedplant,iguana,basic
2662-0,57,hawaiishirt,gloves,bookcase,basic
2662-0,58,gummybears,cookies,popcorn,sub
2662-0,60,blackbear,iguana,rhino,basic
2662-0,61,poloshirt,wardrobe,crocodile,basic
2662-0,63,dalmatian,train,sheep,basic
2662-0,64,grizzlybear,train,hamster,basic
2662-0,66,pug,horse,lion,basic
2662-0,69,skittles,chips,socks,basic
2662-0,71,germanshepherd,train,pottedplant,basic
2662-0,72,jellybeans,chips,pretzels,basic
4633-0,2,diningtable,bookcase,lamp,basic
4633-0,4,pug,elephant,pig,sub
4633-0,7,goldfish,cow,rhino,basic
4633-0,8,clownfish,gloves,cookies,basic
4633-0,9,jellybeans,popcorn,bookcase,sub
4633-0,17,husky,rhino,greyhound,basic
4633-0,18,daisy,rosemary,lily,sub
4633-0,19,dalmatian,squirrel,snake,basic
4633-0,25,polarbear,crocodile,cow,basic
4633-0,28,blackbear,lamp,rosemary,basic
4633-0,30,germanshepherd,greyhound,pig,basic
4633-0,31,poloshirt,dress,bookcase,basic
4633-0,32,bedsidetable,bookcase,bed,sub
4633-0,33,catfish,discusfish,horse,sub
4633-0,35,hummingbird,crocodile,sparrow,sub
4633-0,36,pandabear,train,gloves,sub
4633-0,37,dressshirt,gloves,chips,basic
4633-0,38,convertible,rabbit,gloves,basic
4633-0,39,picnictable,bookcase,kitten,sub
4633-0,41,minivan,pig,train,sub
4633-0,45,pigeon,bed,chips,basic
4633-0,46,hawaiishirt,gloves,campshirt,basic
4633-0,47,tshirt,gloves,bathrobe,basic
4633-0,49,parrot,dress,motorcycle,basic
4633-0,51,sportscar,bathrobe,train,basic
1997-d,3,hawaiishirt,dress,socks,basic
1997-d,4,skittles,chips,lobster,basic
1997-d,8,catfish,discusfish,sheep,basic
1997-d,9,poloshirt,motorcycle,grasses,basic
1997-d,11,tulip,popcorn,pottedplant,basic
1997-d,12,dressshirt,bathrobe,campshirt,basic
1997-d,13,dalmatian,popcorn,elephant,sub
1997-d,14,sportscar,pretzels,train,basic
1997-d,18,coffeetable,bed,popcorn,basic
1997-d,19,parrot,rhino,firetruck,basic
1997-d,22,gummybears,chips,pig,basic
1997-d,23,hummingbird,crocodile,lion,basic
1997-d,27,blackbear,crocodile,horse,basic
1997-d,29,diningtable,wardrobe,sidetable,basic
1997-d,31,sunflower,snake,pretzels,basic
1997-d,34,goldfish,chips,gloves,basic
1997-d,35,grizzlybear,koalabear,rhino,basic
1997-d,37,rose,snake,ivy,basic
1997-d,39,pigeon,firetruck,pottedplant,basic
1997-d,40,bedsidetable,sidetable,lamp,sub
1997-d,41,minivan,pretzels,snake,basic
1997-d,43,jellybeans,pretzels,chips,basic
1997-d,44,polarbear,snake,lobster,basic
1997-d,45,pandabear,hamster,firetruck,sub
1997-d,46,picnictable,firetruck,horse,basic
1997-d,47,pug,pretzels,socks,basic
1997-d,48,eagle,firetruck,pottedplant,basic
1997-d,49,mnms,candycorn,pretzels,sub
1997-d,52,daisy,pottedplant,rosemary,basic
1997-d,53,convertible,ambulance,train,basic
1997-d,55,tshirt,gloves,dress,basic
1997-d,56,clownfish,rabbit,hamster,basic
1997-d,67,suv,motorcycle,sedan,basic
1997-d,68,husky,elephant,greyhound,sub
1997-d,70,swordfish,socks,popcorn,basic
1997-d,71,germanshepherd,elephant,greyhound,sub
8691-5,3,coffeetable,popcorn,cow,basic
8691-5,4,rose,pretzels,grasses,sub
8691-5,5,convertible,pig,bed,basic
8691-5,8,gummybears,chips,pretzels,sub
8691-5,9,sunflower,grasses,lily,basic
8691-5,11,jellybeans,popcorn,candycorn,sub
8691-5,12,hawaiishirt,campshirt,bathrobe,basic
8691-5,13,mnms,ambulance,hamster,sub
8691-5,14,tshirt,wardrobe,dress,basic
8691-5,16,dressshirt,campshirt,socks,basic
8691-5,18,picnictable,lobster,lamp,sub
8691-5,19,grizzlybear,snake,lion,basic
8691-5,28,poloshirt,pretzels,firetruck,basic
8691-5,30,dalmatian,bison,rabbit,basic
8691-5,31,suv,wardrobe,ivy,basic
8691-5,33,blackbear,bed,sheep,basic
8691-5,34,sportscar,sedan,train,basic
8691-5,37,pigeon,crocodile,cow,sub
8691-5,42,husky,iguana,crocodile,basic
8691-5,44,polarbear,lion,squirrel,basic
8691-5,45,eagle,squirrel,horse,sub
8691-5,46,daisy,lily,grasses,sub
8691-5,48,pandabear,lion,koalabear,basic
8691-5,51,bedsidetable,elephant,lamp,basic
8691-5,52,clownfish,rosemary,popcorn,basic
8691-5,53,germanshepherd,dress,ivy,basic
8691-5,54,swordfish,snake,lobster,basic
8691-5,55,hummingbird,pottedplant,cow,basic
8691-5,58,minivan,ambulance,rabbit,basic
8691-5,62,tulip,ivy,lamp,sub
8691-5,63,goldfish,train,chips,basic
8691-5,64,catfish,bathrobe,lobster,basic
8691-5,66,pug,horse,crocodile,basic
8691-5,68,diningtable,wardrobe,sidetable,basic
8691-5,69,skittles,pottedplant,gloves,sub
8691-5,72,parrot,lobster,sparrow,sub
3791-8,1,parrot,popcorn,lamp,basic
3791-8,2,tshirt,gloves,campshirt,sub
3791-8,3,swordfish,rabbit,discusfish,sub
3791-8,6,eagle,squirrel,sparrow,sub
3791-8,10,bedsidetable,lamp,wardrobe,sub
3791-8,12,picnictable,rosemary,bookcase,sub
3791-8,15,poloshirt,socks,firetruck,sub
3791-8,17,rose,crocodile,dress,sub
3791-8,26,polarbear,bison,koalabear,sub
3791-8,27,tulip,lion,bookcase,basic
3791-8,28,grizzlybear,squirrel,iguana,basic
3791-8,29,dalmatian,greyhound,kitten,sub
3791-8,33,germanshepherd,bison,chips,basic
3791-8,35,diningtable,lion,pottedplant,basic
3791-8,37,hummingbird,rabbit,sheep,basic
3791-8,38,husky,horse,greyhound,sub
3791-8,40,pug,ambulance,squirrel,basic
3791-8,42,goldfish,gloves,grasses,sub
3791-8,44,dressshirt,bookcase,crocodile,basic
3791-8,48,sunflower,chips,ivy,basic
3791-8,49,convertible,motorcycle,ambulance,basic
3791-8,50,minivan,socks,ambulance,sub
3791-8,54,pigeon,rabbit,motorcycle,basic
3791-8,55,pandabear,iguana,lobster,basic
3791-8,56,coffeetable,bookcase,rhino,basic
3791-8,57,mnms,cookies,popcorn,sub
3791-8,58,suv,motorcycle,ambulance,sub
3791-8,60,sportscar,kitten,train,basic
3791-8,61,catfish,squirrel,iguana,basic
3791-8,62,gummybears,candycorn,pretzels,sub
3791-8,65,skittles,ivy,squirrel,sub
3791-8,68,blackbear,koalabear,rabbit,sub
3791-8,69,daisy,pottedplant,rosemary,basic
3791-8,71,clownfish,socks,pretzels,basic
3791-8,72,jellybeans,bed,bison,sub
5664-b,5,clownfish,gloves,crocodile,basic
5664-b,6,tshirt,socks,bathrobe,basic
5664-b,7,blackbear,koalabear,lobster,sub
5664-b,8,diningtable,lamp,bookcase,basic
5664-b,9,suv,sedan,train,basic
5664-b,10,hawaiishirt,bed,chips,basic
5664-b,11,grizzlybear,elephant,kitten,basic
5664-b,15,germanshepherd,sheep,iguana,basic
5664-b,18,convertible,train,bison,basic
5664-b,20,skittles,cookies,pretzels,sub
5664-b,22,rose,rosemary,bison,sub
5664-b,23,mnms,candycorn,pretzels,sub
5664-b,24,pug,greyhound,kitten,basic
5664-b,31,swordfish,pig,discusfish,sub
5664-b,32,gummybears,motorcycle,squirrel,basic
5664-b,35,sportscar,lobster,rosemary,basic
5664-b,38,sunflower,pottedplant,iguana,basic
5664-b,39,parrot,lion,horse,basic
5664-b,40,poloshirt,campshirt,dress,basic
5664-b,41,dressshirt,chips,crocodile,basic
5664-b,42,coffeetable,gloves,wardrobe,basic
5664-b,44,polarbear,elephant,koalabear,sub
5664-b,45,pigeon,horse,dress,sub
5664-b,47,minivan,squirrel,pretzels,sub
5664-b,48,goldfish,pretzels,lamp,basic
5664-b,51,tulip,pottedplant,grasses,sub
5664-b,52,picnictable,sidetable,bookcase,sub
5664-b,53,jellybeans,crocodile,wardrobe,sub
5664-b,54,hummingbird,pretzels,squirrel,basic
5664-b,56,daisy,hamster,firetruck,basic
5664-b,61,dalmatian,ivy,lobster,basic
5664-b,62,eagle,horse,rhino,sub
5664-b,70,pandabear,squirrel,sheep,sub
5664-b,71,husky,lobster,cookies,basic
0082-3,1,husky,sheep,greyhound,super
0082-3,3,dalmatian,gloves,rosemary,super
0082-3,13,pandabear,popcorn,bed,super
0082-3,14,rose,popcorn,pottedplant,basic
0082-3,18,tulip,rosemary,cow,basic
0082-3,22,pigeon,elephant,bathrobe,super
0082-3,23,blackbear,squirrel,kitten,super
0082-3,31,eagle,horse,kitten,super
0082-3,37,daisy,pottedplant,rosemary,basic
0082-3,49,sunflower,ivy,pig,basic
0082-3,52,polarbear,koalabear,snake,super
0082-3,53,skittles,cookies,chips,basic
0082-3,67,minivan,ambulance,train,super
9165-a,1,sunflower,ivy,pottedplant,basic
9165-a,2,daisy,iguana,rosemary,sub
9165-a,6,pigeon,rosemary,train,sub
9165-a,8,suv,train,ambulance,sub
9165-a,10,pandabear,horse,crocodile,sub
9165-a,11,hummingbird,sparrow,iguana,sub
9165-a,13,convertible,lamp,pretzels,basic
9165-a,16,germanshepherd,greyhound,horse,sub
9165-a,17,skittles,motorcycle,bathrobe,basic
9165-a,18,goldfish,discusfish,kitten,sub
9165-a,19,blackbear,rhino,koalabear,sub
9165-a,20,rose,ivy,lily,sub
9165-a,21,dalmatian,lobster,bookcase,sub
9165-a,23,eagle,rabbit,lobster,sub
9165-a,24,polarbear,squirrel,iguana,sub
9165-a,26,minivan,wardrobe,ambulance,sub
9165-a,30,picnictable,crocodile,wardrobe,basic
9165-a,35,tshirt,bed,socks,basic
9165-a,38,hawaiishirt,ambulance,wardrobe,basic
9165-a,39,catfish,lobster,pretzels,sub
9165-a,40,poloshirt,campshirt,gloves,basic
9165-a,46,diningtable,grasses,sheep,basic
9165-a,49,coffeetable,rosemary,lamp,basic
9165-a,51,husky,wardrobe,pottedplant,basic
9165-a,53,parrot,hamster,lobster,sub
9165-a,55,dressshirt,rosemary,gloves,basic
9165-a,57,sportscar,dress,bison,basic
9165-a,58,mnms,rabbit,pretzels,basic
9165-a,59,jellybeans,chips,pretzels,sub
9165-a,64,swordfish,discusfish,squirrel,sub
9165-a,66,pug,snake,squirrel,basic
9165-a,69,gummybears,rabbit,gloves,sub
9165-a,70,clownfish,bison,discusfish,sub
9165-a,71,grizzlybear,popcorn,train,basic
9165-a,72,bedsidetable,wardrobe,lamp,sub
1749-c,1,goldfish,rabbit,cow,sub
1749-c,3,sportscar,popcorn,bathrobe,basic
1749-c,4,husky,greyhound,crocodile,sub
1749-c,9,convertible,motorcycle,sedan,basic
1749-c,10,diningtable,wardrobe,lamp,basic
1749-c,12,suv,wardrobe,chips,basic
1749-c,13,swordfish,elephant,lamp,sub
1749-c,16,tulip,pottedplant,lily,sub
1749-c,19,pug,ambulance,cookies,basic
1749-c,20,sunflower,pig,train,basic
1749-c,21,blackbear,dress,bookcase,basic
1749-c,22,grizzlybear,iguana,koalabear,basic
1749-c,23,dressshirt,pottedplant,hamster,basic
1749-c,25,clownfish,lobster,rabbit,basic
1749-c,29,hummingbird,chips,motorcycle,basic
1749-c,30,daisy,rosemary,firetruck,basic
1749-c,33,mnms,lion,popcorn,basic
1749-c,35,tshirt,socks,horse,basic
1749-c,40,pandabear,lobster,pig,sub
1749-c,41,coffeetable,kitten,bookcase,basic
1749-c,43,jellybeans,wardrobe,lobster,basic
1749-c,44,pigeon,sheep,sparrow,sub
1749-c,45,polarbear,squirrel,horse,sub
1749-c,46,catfish,elephant,discusfish,sub
1749-c,51,hawaiishirt,socks,gloves,basic
1749-c,52,poloshirt,bathrobe,gloves,basic
1749-c,53,germanshepherd,hamster,train,basic
1749-c,57,picnictable,wardrobe,bookcase,sub
1749-c,58,rose,rosemary,socks,sub
1749-c,59,bedsidetable,wardrobe,sidetable,sub
1749-c,61,eagle,elephant,pig,sub
1749-c,63,minivan,cow,grasses,sub
1749-c,67,skittles,chips,candycorn,sub
1749-c,68,parrot,sparrow,snake,sub
1749-c,70,dalmatian,dress,bison,basic
1749-c,71,gummybears,lobster,chips,sub
4242-5,3,parrot,firetruck,pottedplant,basic
4242-5,4,convertible,train,motorcycle,basic
4242-5,5,skittles,crocodile,popcorn,basic
4242-5,7,dressshirt,campshirt,socks,basic
4242-5,8,daisy,grasses,lily,sub
4242-5,11,swordfish,grasses,dress,sub
4242-5,13,tshirt,dress,horse,basic
4242-5,14,tulip,rosemary,rhino,basic
4242-5,16,pandabear,squirrel,ambulance,sub
4242-5,20,polarbear,socks,rabbit,basic
4242-5,21,sportscar,firetruck,sedan,basic
4242-5,24,coffeetable,wardrobe,sheep,basic
4242-5,26,germanshepherd,crocodile,pig,basic
4242-5,30,hummingbird,wardrobe,cookies,basic
4242-5,34,goldfish,discusfish,squirrel,sub
4242-5,36,catfish,rhino,crocodile,sub
4242-5,37,diningtable,lamp,bed,basic
4242-5,39,husky,squirrel,cow,basic
4242-5,40,clownfish,iguana,crocodile,basic
4242-5,42,minivan,elephant,pretzels,basic
4242-5,44,hawaiishirt,bathrobe,socks,basic
4242-5,47,grizzlybear,pig,koalabear,basic
4242-5,49,pigeon,pig,elephant,basic
4242-5,51,jellybeans,pottedplant,snake,basic
4242-5,53,blackbear,bookcase,train,basic
4242-5,57,rose,lily,pottedplant,sub
4242-5,58,bedsidetable,ivy,bison,sub
4242-5,59,mnms,grasses,horse,basic
4242-5,60,pug,socks,hamster,basic
4242-5,62,eagle,lion,sparrow,sub
4242-5,65,picnictable,ivy,squirrel,basic
4242-5,66,dalmatian,kitten,snake,basic
4242-5,67,sunflower,lily,rosemary,basic
4242-5,68,gummybears,grasses,cookies,basic
4242-5,70,suv,sedan,train,basic
4242-5,71,poloshirt,bathrobe,chips,basic
9973-0,3,rose,horse,grasses,basic
9973-0,4,diningtable,bed,wardrobe,basic
9973-0,6,suv,firetruck,gloves,sub
9973-0,12,polarbear,ambulance,cookies,basic
9973-0,14,grizzlybear,horse,popcorn,basic
9973-0,15,blackbear,pig,hamster,basic
9973-0,19,swordfish,bookcase,pretzels,basic
9973-0,21,tulip,cow,socks,basic
9973-0,24,skittles,candycorn,chips,sub
9973-0,28,pug,horse,rhino,sub
9973-0,30,dalmatian,lion,bison,basic
9973-0,35,pigeon,sparrow,horse,sub
9973-0,36,jellybeans,candycorn,pretzels,sub
9973-0,37,coffeetable,bed,wardrobe,basic
9973-0,40,minivan,motorcycle,sedan,sub
9973-0,41,mnms,pig,grasses,sub
9973-0,42,goldfish,horse,discusfish,sub
9973-0,46,poloshirt,ambulance,bathrobe,basic
9973-0,47,dressshirt,lamp,socks,basic
9973-0,48,picnictable,bed,sidetable,sub
9973-0,53,clownfish,rabbit,hamster,basic
9973-0,54,parrot,hamster,dress,basic
9973-0,56,hummingbird,crocodile,squirrel,sub
9973-0,57,pandabear,horse,crocodile,basic
9973-0,58,gummybears,socks,grasses,sub
9973-0,60,sunflower,bison,cookies,basic
9973-0,61,eagle,kitten,lamp,sub
9973-0,63,daisy,ambulance,horse,basic
9973-0,66,convertible,firetruck,iguana,basic
9973-0,69,husky,squirrel,lobster,basic
9973-0,70,hawaiishirt,popcorn,ivy,basic
9973-0,72,germanshepherd,lobster,greyhound,sub
4855-c,1,pigeon,hamster,train,basic
4855-c,2,pandabear,iguana,koalabear,sub
4855-c,4,poloshirt,socks,campshirt,basic
4855-c,5,eagle,bison,sparrow,sub
4855-c,8,sportscar,bookcase,firetruck,sub
4855-c,9,tulip,pottedplant,lily,sub
4855-c,10,germanshepherd,hamster,crocodile,basic
4855-c,14,convertible,ambulance,cow,sub
4855-c,22,daisy,rosemary,ivy,basic
4855-c,24,hummingbird,sparrow,elephant,sub
4855-c,26,clownfish,cow,lamp,basic
4855-c,27,swordfish,bison,horse,basic
4855-c,30,coffeetable,pretzels,wardrobe,basic
4855-c,32,jellybeans,firetruck,ivy,sub
4855-c,33,goldfish,hamster,kitten,basic
4855-c,34,parrot,bed,gloves,basic
4855-c,38,polarbear,lion,elephant,basic
4855-c,39,picnictable,wardrobe,bed,basic
4855-c,40,skittles,candycorn,pretzels,sub
4855-c,41,grizzlybear,lobster,koalabear,basic
4855-c,42,gummybears,bathrobe,sheep,sub
4855-c,44,minivan,dress,popcorn,sub
4855-c,51,dressshirt,gloves,bathrobe,basic
4855-c,54,pug,rabbit,rosemary,basic
4855-c,56,husky,rabbit,greyhound,sub
4855-c,58,blackbear,lamp,dress,basic
4855-c,59,diningtable,wardrobe,motorcycle,basic
4855-c,61,dalmatian,rhino,popcorn,basic
4855-c,64,suv,bison,popcorn,sub
4855-c,65,tshirt,bathrobe,gloves,basic
4855-c,67,catfish,cookies,wardrobe,basic
4855-c,68,mnms,bison,lamp,sub
4855-c,69,hawaiishirt,bathrobe,campshirt,sub
