gameid	 time	 roundNum	 condition	 nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs 	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
6346-e	1447956243061	34	filler	watermelon	target	3	2	horse	distractor	2	1	lion	distractor	1	3	1	1	0	watermelon		1447956235432	watermelon	False	False	True	watermelon	NA	NA
6346-e	1447956253509	35	filler	dresser	target	1	3	television	distractor	2	1	raspberry	distractor	3	2	1	1	0	wooden drawers		1447956252131	wooden drawers	False	False	False	dresser	NA	NA
6346-e	1447956262968	36	filler	motorcycle	target	3	3	elephant	distractor	1	1	crocodile	distractor	2	2	1	1	0	motorcycle		1447956261985	motorcycle	False	False	True	motorcycle	NA	NA
6346-e	1447956272195	37	colorOnly	small_green_pepper	target	2	2	big_red_pepper	distractor	3	3	small_red_pepper	distractor	1	1	1	1	0	green pepper		1447956270625	green pepper	False	True	True	pepper	small	green
6346-e	1447956280683	38	filler	lime	target	2	1	tennisball	distractor	3	2	firetruck	distractor	1	3	1	1	0	lime		1447956278385	lime	False	False	True	lime	NA	NA
6346-e	1447956291041	39	colorOnly	small_red_bike	target	1	3	small_purple_bike	distractor	3	2	big_purple_bike	distractor	2	1	1	1	0	red bicycle		1447956288703	red bicycle	False	True	False	bike	small	red
6346-e	1447956297519	40	filler	rhinoceros	target	3	2	kiwi	distractor	1	1	tomato	distractor	2	3	1	1	0	rhino		1447956296097	rhino	False	False	False	rhinoceros	NA	NA
6346-e	1447956303704	41	filler	lime	target	1	1	violin	distractor	2	3	football	distractor	3	2	1	1	0	lime		1447956302417	lime	False	False	True	lime	NA	NA
6346-e	1447956311009	42	filler	schoolbus	target	3	3	hotdog	distractor	1	1	mailbox	distractor	2	2	1	1	0	bus		1447956309369	bus	False	False	False	schoolbus	NA	NA
6346-e	1447956317106	43	filler	lion	target	1	3	coconut	distractor	2	1	tomato	distractor	3	2	1	1	0	lion		1447956315899	lion	False	False	True	lion	NA	NA
6346-e	1447956333867	44	filler	bulldozer	target	3	3	car	distractor	2	1	tennisball	distractor	1	2	1	1	0	tractor		1447956331777	tractor	False	False	False	bulldozer	NA	NA
6346-e	1447956344873	45	filler	cherries	target	3	3	basketball	distractor	1	2	orange	distractor	2	1	1	1	0	cherries		1447956343284	cherries	False	False	True	cherries	NA	NA
6346-e	1447956356438	46	filler	bison	target	3	3	lion	distractor	2	1	fox	distractor	1	2	1	1	0	bison		1447956353945	bison	False	False	True	bison	NA	NA
6346-e	1447956369375	47	colorAndSize	small_pink_hairdryer	target	2	3	big_purple_hairdryer	distractor	1	1	big_purple_hairdryer	distractor	3	2	1	1	0	small pink one		1447956368187	small pink one	True	True	False	hairdryer	small	pink
6346-e	1447956376437	48	filler	bison	target	1	2	sheep	distractor	2	3	smokedetector	distractor	3	1	1	1	0	bison		1447956375274	bison	False	False	True	bison	NA	NA
6346-e	1447956387729	49	filler	clarinet	target	1	1	bulldozer	distractor	2	3	hotdog	distractor	3	2	1	1	0	musical instrument		1447956385961	musical instrument	False	False	False	clarinet	NA	NA
6346-e	1447956396056	50	colorOnly	small_white_weddingcake	target	1	1	small_pink_weddingcake	distractor	3	3	big_pink_weddingcake	distractor	2	2	1	1	0	white cake		1447956394649	white cake	False	True	False	weddingcake	small	white
6346-e	1447956409880	51	sizeOnly	big_red_chair	target	2	2	small_red_chair	distractor	3	3	small_green_chair	distractor	1	1	1	1	0	larger orange seat		1447956407476	larger orange seat	False	False	False	chair	big	red
6346-e	1447956417585	52	filler	ketchup	target	3	2	watermelon	distractor	2	3	dresser	distractor	1	1	1	1	0	ketchup		1447956415892	ketchup	False	False	True	ketchup	NA	NA
6346-e	1447956428520	53	colorAndSize	big_purple_ornament	target	3	2	small_blue_ornament	distractor	1	1	small_blue_ornament	distractor	2	3	1	1	0	purple ornament		1447956427138	purple ornament	False	True	True	ornament	big	purple
6346-e	1447956440660	54	filler	pumpkin	target	2	2	binoculars	distractor	3	1	fox	distractor	1	3	1	1	0	pumpkin		1447956434227	pumpkin	False	False	True	pumpkin	NA	NA
6346-e	1447956448716	55	filler	feather	target	3	1	smokedetector	distractor	2	2	eggplant	distractor	1	3	1	1	0	feather		1447956446869	feather	False	False	True	feather	NA	NA
6346-e	1447956458125	56	filler	flamingo	target	2	1	egg	distractor	3	2	coconut	distractor	1	3	1	1	0	flamingo		1447956455490	flamingo	False	False	True	flamingo	NA	NA
6346-e	1447956466888	57	filler	lobster	target	2	1	bulldozer	distractor	1	2	schoolbus	distractor	3	3	1	1	0	lobster		1447956463789	lobster	False	False	True	lobster	NA	NA
6346-e	1447956476756	58	filler	trumpet	target	3	2	feather	distractor	2	3	motorcycle	distractor	1	1	1	1	0	trumpet		1447956474435	trumpet	False	False	True	trumpet	NA	NA
6346-e	1447956484972	59	filler	cactus	target	3	1	mailbox	distractor	1	3	teddybear	distractor	2	2	1	1	0	cactus		1447956483683	cactus	False	False	True	cactus	NA	NA
6346-e	1447956494987	60	sizeOnly	small_pink_phone	target	2	1	big_white_phone	distractor	3	2	big_pink_phone	distractor	1	3	1	1	0	small pink phone		1447956493492	small pink phone	True	True	True	phone	small	pink
6346-e	1447956503761	61	filler	mailbox	target	2	2	lemon	distractor	1	1	feather	distractor	3	3	1	1	0	mailbox		1447956501838	mailbox	False	False	True	mailbox	NA	NA
6346-e	1447956510668	62	filler	orange	target	3	1	iguana	distractor	1	3	polarbear	distractor	2	2	1	1	0	orange		1447956509331	orange	False	False	True	orange	NA	NA
6346-e	1447956521851	63	colorAndSize	small_purple_billiardball	target	1	1	big_orange_billiardball	distractor	3	3	big_orange_billiardball	distractor	2	2	1	1	0	pink one		1447956519659	pink one	False	False	False	billiardball	small	purple
6346-e	1447956530501	64	filler	grapefruit	target	2	1	sheep	distractor	1	3	motorcycle	distractor	3	2	1	1	0	grapefruit		1447956528923	grapefruit	False	False	True	grapefruit	NA	NA
6346-e	1447956538091	65	filler	car	target	1	2	dresser	distractor	3	1	penguin	distractor	2	3	1	1	0	car		1447956535835	car	False	False	True	car	NA	NA
6346-e	1447956545403	66	filler	camera	target	3	3	orange	distractor	2	2	santahat	distractor	1	1	1	1	0	camera		1447956543710	camera	False	False	True	camera	NA	NA
6346-e	1447956556715	67	colorAndSize	small_black_turtle	target	1	2	big_brown_turtle	distractor	2	3	big_brown_turtle	distractor	3	1	1	1	0	black turtle		1447956555277	black turtle	False	True	True	turtle	small	black
6346-e	1447956569953	68	filler	garbagecan	target	1	1	tomato	distractor	3	2	ketchup	distractor	2	3	1	1	0	garbage can		1447956567467	garbage can	False	False	False	garbagecan	NA	NA
6346-e	1447956578863	69	colorAndSize	big_orange_cap	target	1	3	small_blue_cap	distractor	2	1	small_blue_cap	distractor	3	2	1	1	0	orange cap		1447956577844	orange cap	False	True	True	cap	big	orange
6346-e	1447956588353	70	filler	raspberry	target	3	2	garbagecan	distractor	2	1	snake	distractor	1	3	1	1	0	raspberry		1447956585717	raspberry	False	False	True	raspberry	NA	NA
6346-e	1447956599298	71	filler	tophat	target	2	3	cactus	distractor	3	2	crocodile	distractor	1	1	1	1	0	black hat		1447956597939	black hat	False	False	False	tophat	NA	NA
6346-e	1447956605698	72	filler	kiwi	target	2	3	horse	distractor	1	2	carrot	distractor	3	1	1	1	0	kiwi		1447956604142	kiwi	False	False	True	kiwi	NA	NA
6346-e	1447956611975	73	filler	elephant	target	1	3	raspberry	distractor	2	1	lime	distractor	3	2	1	1	0	elephant		1447956610982	elephant	False	False	True	elephant	NA	NA
6346-e	1447956623229	74	filler	crocodile	target	3	2	watermelon	distractor	2	1	camera	distractor	1	3	1	1	0	alligator		1447956621766	alligator	False	False	False	crocodile	NA	NA
6346-e	1447956638776	75	colorOnly	small_pink_teacup	target	1	1	small_white_teacup	distractor	3	3	big_white_teacup	distractor	2	2	1	1	0	pink dish		1447956637150	pink dish	False	True	False	teacup	small	pink
6346-e	1447956646392	76	filler	grapefruit	target	1	3	banana	distractor	3	1	sheep	distractor	2	2	1	1	0	grapefruit		1447956644694	grapefruit	False	False	True	grapefruit	NA	NA
6346-e	1447956653409	77	filler	kitten	target	2	2	penguin	distractor	3	3	iguana	distractor	1	1	1	1	0	kitten		1447956652182	kitten	False	False	True	kitten	NA	NA
6346-e	1447956663528	78	sizeOnly	small_red_bucket	target	1	1	big_red_bucket	distractor	3	2	big_pink_bucket	distractor	2	3	1	1	0	small red pail		1447956660372	small red pail	True	True	False	bucket	small	red
6346-e	1447956671966	79	filler	teddybear	target	2	3	dresser	distractor	3	1	orange	distractor	1	2	1	1	0	stuffed animal		1447956670588	stuffed animal	False	False	False	teddybear	NA	NA
6346-e	1447956680916	80	colorOnly	small_blue_book	target	3	3	small_black_book	distractor	2	2	big_black_book	distractor	1	1	1	1	0	blue book		1447956679117	blue book	False	True	True	book	small	blue
6346-e	1447956687227	81	filler	lemon	target	3	3	firehydrant	distractor	2	2	basketball	distractor	1	1	1	1	0	lemon		1447956685797	lemon	False	False	True	lemon	NA	NA
6346-e	1447956696031	82	filler	dresser	target	2	3	iguana	distractor	3	1	ketchup	distractor	1	2	1	1	0	wooden drawers		1447956694256	wooden drawers	False	False	False	dresser	NA	NA
6346-e	1447956704433	83	filler	coconut	target	1	2	teddybear	distractor	3	1	tophat	distractor	2	3	1	1	0	coconut		1447956702805	coconut	False	False	True	coconut	NA	NA
6346-e	1447956713647	84	filler	garbagecan	target	3	2	snowflake	distractor	2	1	binoculars	distractor	1	3	1	1	0	red can		1447956712487	red can	False	False	False	garbagecan	NA	NA
6346-e	1447956721850	85	filler	pumpkin	target	3	3	banana	distractor	1	1	smokedetector	distractor	2	2	1	1	0	pumpkin		1447956719837	pumpkin	False	False	True	pumpkin	NA	NA
6346-e	1447956734747	86	sizeOnly	small_purple_rock	target	1	3	big_purple_rock	distractor	2	2	big_green_rock	distractor	3	1	1	1	0	smaller purple one		1447956732413	smaller purple one	False	True	False	rock	small	purple
6346-e	1447956745031	87	colorOnly	small_purple_yarn	target	3	1	small_red_yarn	distractor	1	3	big_red_yarn	distractor	2	2	1	1	0	purple threat		1447956742853	purple threat	False	True	False	yarn	small	purple
6346-e	1447956758356	88	sizeOnly	small_pink_framee	target	3	1	big_green_framee	distractor	2	3	big_pink_framee	distractor	1	2	1	1	0	smaller pink frame		1447956756694	smaller pink frame	False	True	False	framee	small	pink
6346-e	1447956766651	89	filler	snowflake	target	3	1	strawberry	distractor	1	3	egg	distractor	2	2	1	1	0	snowflake		1447956765158	snowflake	False	False	True	snowflake	NA	NA
6346-e	1447956777451	90	colorOnly	small_blue_cushion	target	3	1	small_orange_cushion	distractor	2	3	big_orange_cushion	distractor	1	2	1	1	0	blue one		1447956775973	blue one	False	True	False	cushion	small	blue
6346-e	1447956787726	91	filler	fireextinguisher	target	1	1	penguin	distractor	2	3	toilet	distractor	3	2	1	1	0	fire extinguisher		1447956786194	fire extinguisher	False	False	False	fireextinguisher	NA	NA
6346-e	1447956798594	92	colorOnly	small_brown_belt	target	2	2	small_black_belt	distractor	1	1	big_black_belt	distractor	3	3	1	1	0	brown belt		1447956794766	brown belt	False	True	True	belt	small	brown
6346-e	1447956805262	93	filler	penguin	target	3	3	basketball	distractor	2	2	bulldozer	distractor	1	1	1	1	0	penguin		1447956804016	penguin	False	False	True	penguin	NA	NA
6346-e	1447956821617	94	filler	binoculars	target	3	1	piano	distractor	2	3	strawberry	distractor	1	2	1	1	0	binocular		1447956815018	binocular	False	False	False	binoculars	NA	NA
6346-e	1447956833375	95	sizeOnly	small_red_flower	target	2	1	big_red_flower	distractor	1	2	big_purple_flower	distractor	3	3	1	1	0	smaller red flower		1447956831639	smaller red flower	False	True	True	flower	small	red
6346-e	1447956843790	96	colorAndSize	big_green_bracelet	target	3	2	small_purple_bracelet	distractor	1	3	small_purple_bracelet	distractor	2	1	1	1	0	green one		1447956842959	green one	False	True	False	bracelet	big	green
6346-e	1447956856430	97	colorOnly	big_blue_rug	target	1	1	big_purple_rug	distractor	2	3	small_purple_rug	distractor	3	2	1	1	0	blue carpet		1447956855039	blue carpet	False	True	False	rug	big	blue
6346-e	1447956870545	98	sizeOnly	small_blue_guitar	target	3	2	big_blue_guitar	distractor	2	3	big_green_guitar	distractor	1	1	1	1	0	smaller blue guitar		1447956868566	smaller blue guitar	False	True	True	guitar	small	blue
6346-e	1447956883745	99	filler	lemon	target	2	1	eggplant	distractor	1	2	gloves	distractor	3	3	1	1	0	lemon		1447956875295	lemon	False	False	True	lemon	NA	NA
6346-e	1447956892424	100	filler	baseball	target	2	3	mailbox	distractor	1	2	tophat	distractor	3	1	1	1	0	baseball		1447956889425	baseball	False	False	True	baseball	NA	NA
6346-e	1447956899835	101	filler	hotdog	target	2	3	motorcycle	distractor	3	2	smokedetector	distractor	1	1	1	1	0	hotdog		1447956898263	hotdog	False	False	True	hotdog	NA	NA
6346-e	1447956912647	102	filler	violin	target	1	2	artichoke	distractor	3	1	lemon	distractor	2	3	1	1	0	violin		1447956910528	violin	False	False	True	violin	NA	NA
6346-e	1447956921206	103	filler	carrot	target	2	1	snowflake	distractor	3	3	grapefruit	distractor	1	2	1	1	0	carrot		1447956918114	carrot	False	False	True	carrot	NA	NA
6346-e	1447956931375	104	filler	trumpet	target	3	3	strawberry	distractor	2	1	baseball	distractor	1	2	1	1	0	trumpet		1447956929744	trumpet	False	False	True	trumpet	NA	NA
6346-e	1447956942782	105	colorOnly	big_purple_coathanger	target	2	2	big_orange_coathanger	distractor	1	1	small_orange_coathanger	distractor	3	3	1	1	0	purple one		1447956941041	purple one	False	True	False	coathanger	big	purple
6346-e	1447956951653	106	filler	garlic	target	1	2	violin	distractor	3	1	sheep	distractor	2	3	1	1	0	garlic bulb		1447956949583	garlic bulb	False	False	True	garlic	NA	NA
6346-e	1447956963860	107	sizeOnly	big_black_avocado	target	3	1	small_black_avocado	distractor	1	3	small_green_avocado	distractor	2	2	1	1	0	larger black avocado		1447956962008	larger black avocado	False	True	True	avocado	big	black
6346-e	1447956979768	108	sizeOnly	small_blue_folder	target	1	1	big_blue_folder	distractor	3	3	big_green_folder	distractor	2	2	2	1	1	smaller blue folder	Thanks for making that go so smoothly!	1447956973952___1447956975515	smaller blue folder	False	True	True	folder	small	blue
1265-a	1447957959380	1	filler	tophat	target	3	3	lobster	distractor	1	1	snowflake	distractor	2	2	1	1	0	hat		1447957956977	hat	False	False	False	tophat	NA	NA
1265-a	1447957965460	2	filler	bison	target	3	2	tomato	distractor	2	1	garlic	distractor	1	3	1	1	0	bison		1447957964317	bison	False	False	True	bison	NA	NA
1265-a	1447957976540	3	filler	dresser	target	3	3	ketchup	distractor	2	2	bear	distractor	1	1	1	1	0	drawer		1447957975075	drawer	False	False	False	dresser	NA	NA
1265-a	1447957982092	4	filler	santahat	target	1	2	car	distractor	3	1	schoolbus	distractor	2	3	1	1	0	hat		1447957980695	hat	False	False	False	santahat	NA	NA
1265-a	1447957987420	5	colorOnly	big_blue_cushion	target	1	3	small_orange_cushion	distractor	2	2	big_orange_cushion	distractor	3	1	1	1	0	blue		1447957986313	blue	False	True	False	cushion	big	blue
1265-a	1447957993060	6	colorAndSize	big_purple_billiardball	target	3	3	small_orange_billiardball	distractor	2	1	small_orange_billiardball	distractor	1	2	1	1	0	purple		1447957991979	purple	False	True	False	billiardball	big	purple
1265-a	1447957999221	7	filler	tooth	target	3	1	firetruck	distractor	1	2	lion	distractor	2	3	1	1	0	tooth		1447957997580	tooth	False	False	True	tooth	NA	NA
1265-a	1447958005052	8	filler	orange	target	1	3	egg	distractor	3	1	tire	distractor	2	2	1	1	0	orange		1447958003433	orange	False	False	True	orange	NA	NA
1265-a	1447958012261	9	colorOnly	big_red_toothbrush	target	3	2	small_blue_toothbrush	distractor	1	3	big_blue_toothbrush	distractor	2	1	1	1	0	red		1447958009611	red	False	True	False	toothbrush	big	red
1265-a	1447958020493	10	filler	snake	target	1	3	artichoke	distractor	2	2	baseball	distractor	3	1	1	1	0	snake		1447958019263	snake	False	False	True	snake	NA	NA
1265-a	1447958026220	11	filler	car	target	1	1	santahat	distractor	2	3	tomato	distractor	3	2	1	1	0	car		1447958024525	car	False	False	True	car	NA	NA
1265-a	1447958033412	12	filler	rubberduck	target	1	3	bear	distractor	3	2	ketchup	distractor	2	1	1	1	0	duck		1447958030986	duck	False	False	False	rubberduck	NA	NA
1265-a	1447958040865	13	sizeOnly	small_blue_ornament	target	1	1	big_blue_ornament	distractor	3	3	big_purple_ornament	distractor	2	2	1	1	0	small		1447958038167	small	True	False	False	ornament	small	blue
1265-a	1447958048548	14	colorAndSize	small_blue_guitar	target	1	2	big_green_guitar	distractor	3	1	big_green_guitar	distractor	2	3	1	1	0	small		1447958046828	small	True	False	False	guitar	small	blue
1265-a	1447958054140	15	filler	egg	target	1	1	gloves	distractor	2	3	dresser	distractor	3	2	1	1	0	egg		1447958052485	egg	False	False	True	egg	NA	NA
1265-a	1447958060372	16	filler	tomato	target	3	1	tire	distractor	2	3	eggplant	distractor	1	2	1	1	0	tomato		1447958059149	tomato	False	False	True	tomato	NA	NA
1265-a	1447958067292	17	colorAndSize	big_green_avocado	target	3	3	small_black_avocado	distractor	1	2	small_black_avocado	distractor	2	1	1	1	0	big		1447958065598	big	True	False	False	avocado	big	green
1265-a	1447958073212	18	colorAndSize	small_pink_bucket	target	1	2	big_red_bucket	distractor	2	1	big_red_bucket	distractor	3	3	1	1	0	small		1447958071883	small	True	False	False	bucket	small	pink
1265-a	1447958079374	19	filler	basketball	target	3	2	banana	distractor	1	1	grapefruit	distractor	2	3	1	1	0	ball		1447958077852	ball	False	False	False	basketball	NA	NA
1265-a	1447958085189	20	colorAndSize	big_red_bike	target	1	1	small_purple_bike	distractor	3	2	small_purple_bike	distractor	2	3	1	1	0	red		1447958083779	red	False	True	False	bike	big	red
1265-a	1447958092140	21	filler	tire	target	2	1	eggplant	distractor	3	3	bison	distractor	1	2	1	1	0	tire		1447958090183	tire	False	False	True	tire	NA	NA
1265-a	1447958098893	22	filler	bison	target	1	2	tire	distractor	2	1	polarbear	distractor	3	3	1	1	0	bison		1447958096659	bison	False	False	True	bison	NA	NA
1265-a	1447958104452	23	filler	garlic	target	2	3	elephant	distractor	1	1	motorcycle	distractor	3	2	1	1	0	garlic		1447958103181	garlic	False	False	True	garlic	NA	NA
1265-a	1447958110693	24	filler	rhinoceros	target	2	2	penguin	distractor	1	1	piano	distractor	3	3	1	1	0	rhino		1447958109132	rhino	False	False	False	rhinoceros	NA	NA
1265-a	1447958116581	25	sizeOnly	small_green_chair	target	3	3	big_green_chair	distractor	2	1	big_red_chair	distractor	1	2	1	1	0	small		1447958115052	small	True	False	False	chair	small	green
1265-a	1447958122549	26	colorOnly	big_pink_balloon	target	1	1	big_yellow_balloon	distractor	2	2	small_yellow_balloon	distractor	3	3	1	1	0	purple		1447958121445	purple	False	False	False	balloon	big	pink
1265-a	1447958128669	27	filler	kiwi	target	3	1	fireextinguisher	distractor	1	2	penguin	distractor	2	3	1	1	0	fruit		1447958127114	fruit	False	False	False	kiwi	NA	NA
1265-a	1447958134180	28	filler	motorcycle	target	1	1	cactus	distractor	2	2	eggplant	distractor	3	3	1	1	0	bike		1447958132868	bike	False	False	False	motorcycle	NA	NA
1265-a	1447958140261	29	filler	kiwi	target	2	1	violin	distractor	3	3	pumpkin	distractor	1	2	1	1	0	kiwi		1447958139129	kiwi	False	False	True	kiwi	NA	NA
1265-a	1447958147172	30	colorAndSize	big_purple_rug	target	1	3	small_blue_rug	distractor	2	1	small_blue_rug	distractor	3	2	1	1	0	purple		1447958145975	purple	False	True	False	rug	big	purple
1265-a	1447958152581	31	colorAndSize	big_purple_coathanger	target	1	2	small_orange_coathanger	distractor	3	1	small_orange_coathanger	distractor	2	3	1	1	0	purple		1447958151760	purple	False	True	False	coathanger	big	purple
1265-a	1447958158253	32	filler	horse	target	3	3	smokedetector	distractor	1	1	lobster	distractor	2	2	1	1	0	horse		1447958157060	horse	False	False	True	horse	NA	NA
1265-a	1447958165181	33	sizeOnly	big_green_jacket	target	3	3	small_green_jacket	distractor	1	2	small_brown_jacket	distractor	2	1	1	1	0	large		1447958164093	large	False	False	False	jacket	big	green
1265-a	1447958170706	34	colorOnly	big_blue_book	target	2	2	big_black_book	distractor	1	3	small_black_book	distractor	3	1	1	1	0	blue		1447958169794	blue	False	True	False	book	big	blue
1265-a	1447958177572	35	filler	elephant	target	3	3	teddybear	distractor	2	2	rhinoceros	distractor	1	1	1	1	0	elephant		1447958176236	elephant	False	False	True	elephant	NA	NA
1265-a	1447958186852	36	filler	broccoli	target	3	1	hotdog	distractor	1	2	zucchini	distractor	2	3	1	1	0	broccoli		1447958185417	broccoli	False	False	True	broccoli	NA	NA
1265-a	1447958192716	37	filler	teddybear	target	3	1	firetruck	distractor	2	3	pumpkin	distractor	1	2	1	1	0	teddy		1447958190987	teddy	False	False	False	teddybear	NA	NA
