gameid	 time	 roundNum	 condition	 nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs 	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
3075-1	1447690622055	35	colorAndSize	small_white_weddingcake	target	1	3	big_pink_weddingcake	distractor	2	1	big_pink_weddingcake	distractor	3	2	1	1	0	white icing		1447690619903	white icing	False	True	False	weddingcake	small	white
3075-1	1447690635889	36	colorAndSize	big_black_comb	target	1	2	small_blue_comb	distractor	2	3	small_blue_comb	distractor	3	1	1	1	0	black(whole thing)		1447690631468	black(whole thing)	False	False	False	comb	big	black
3075-1	1447690643153	37	colorOnly	big_pink_teacup	target	3	1	big_white_teacup	distractor	1	3	small_white_teacup	distractor	2	2	1	1	0	pink		1447690638590	pink	False	True	False	teacup	big	pink
3075-1	1447690652863	38	sizeOnly	small_black_belt	target	2	3	big_black_belt	distractor	1	2	big_brown_belt	distractor	3	1	1	1	0	smallest black		1447690650622	smallest black	False	True	False	belt	small	black
3075-1	1447690664471	39	filler	coconut	target	3	1	clarinet	distractor	2	3	ketchup	distractor	1	2	1	1	0	brown		1447690662978	brown	False	False	False	coconut	NA	NA
3075-1	1447690674894	40	filler	bison	target	1	3	lion	distractor	3	2	horse	distractor	2	1	1	1	0	heaviest		1447690670309	heaviest	False	False	False	bison	NA	NA
3075-1	1447690680887	41	filler	watermelon	target	1	3	pumpkin	distractor	3	1	elephant	distractor	2	2	1	1	0	fruit, red		1447690679586	fruit, red	False	False	False	watermelon	NA	NA
3075-1	1447690686575	42	filler	horse	target	3	3	strawberry	distractor	1	2	grapefruit	distractor	2	1	1	1	0	mammal		1447690684529	mammal	False	False	False	horse	NA	NA
3075-1	1447690693001	43	sizeOnly	small_purple_stapler	target	1	3	big_purple_stapler	distractor	3	1	big_red_stapler	distractor	2	2	1	1	0	small purple		1447690690346	small purple	True	True	False	stapler	small	purple
3075-1	1447690698023	44	filler	kiwi	target	3	3	piano	distractor	1	1	flamingo	distractor	2	2	1	1	0	fruit		1447690695928	fruit	False	False	False	kiwi	NA	NA
3075-1	1447690706679	45	filler	firetruck	target	3	2	pumpkin	distractor	2	1	grapefruit	distractor	1	3	1	1	0	fire transportation		1447690705651	fire transportation	False	False	False	firetruck	NA	NA
3075-1	1447690712846	46	sizeOnly	big_blue_candle	target	3	2	small_blue_candle	distractor	2	3	small_red_candle	distractor	1	1	1	1	0	big purple		1447690710871	big purple	True	False	False	candle	big	blue
3075-1	1447690722173	47	sizeOnly	small_pink_golfball	target	2	2	big_pink_golfball	distractor	1	3	big_blue_golfball	distractor	3	1	1	1	0	small pink		1447690715637	small pink	True	True	False	golfball	small	pink
3075-1	1447690726286	48	colorOnly	big_purple_coathanger	target	3	1	small_orange_coathanger	distractor	2	2	big_orange_coathanger	distractor	1	3	1	1	0	purpl		1447690724912	purpl	False	False	False	coathanger	big	purple
3075-1	1447690732349	49	filler	tomato	target	1	3	teddybear	distractor	3	1	cherries	distractor	2	2	1	1	0	vegetable		1447690730856	vegetable	False	False	False	tomato	NA	NA
3075-1	1447690764720	50	filler	clarinet	target	2	2	basketball	distractor	3	1	bison	distractor	1	3	2	2	0	music___music instrument		1447690734250___1447690749574	music	False	False	False	clarinet	NA	NA
3075-1	1447690771830	51	filler	camera	target	3	2	ketchup	distractor	1	1	iguana	distractor	2	3	1	1	0	picture		1447690768569	picture	False	False	False	camera	NA	NA
3075-1	1447690780565	52	filler	gloves	target	2	1	cactus	distractor	3	3	binoculars	distractor	1	2	1	1	0	purple		1447690777353	purple	False	False	False	gloves	NA	NA
3075-1	1447690787269	53	colorAndSize	small_red_tack	target	3	1	big_blue_tack	distractor	2	3	big_blue_tack	distractor	1	2	1	1	0	red		1447690782652	red	False	True	False	tack	small	red
3075-1	1447690804076	54	filler	broccoli	target	2	2	tennisball	distractor	1	3	cherries	distractor	3	1	2	2	0	vegetable___green		1447690791138___1447690798029	vegetable	False	False	False	broccoli	NA	NA
3075-1	1447690813940	55	filler	chick	target	1	1	broccoli	distractor	3	2	ketchup	distractor	2	3	1	1	0	bird		1447690809179	bird	False	False	False	chick	NA	NA
3075-1	1447690818596	56	filler	tooth	target	2	3	football	distractor	3	1	crocodile	distractor	1	2	1	1	0	dentist		1447690816972	dentist	False	False	False	tooth	NA	NA
3075-1	1447690822475	57	filler	tooth	target	1	1	rhinoceros	distractor	2	2	rubberduck	distractor	3	3	1	1	0	dentist		1447690821203	dentist	False	False	False	tooth	NA	NA
3075-1	1447690827275	58	colorOnly	big_orange_cap	target	1	3	big_blue_cap	distractor	3	1	small_blue_cap	distractor	2	2	1	1	0	yellow		1447690826099	yellow	False	False	False	cap	big	orange
3075-1	1447690831123	59	filler	firehydrant	target	1	3	mailbox	distractor	2	2	basketball	distractor	3	1	1	1	0	red		1447690829862	red	False	False	False	firehydrant	NA	NA
3075-1	1447690834659	60	colorOnly	small_orange_billiardball	target	1	1	big_purple_billiardball	distractor	2	3	small_purple_billiardball	distractor	3	2	1	1	0	red		1447690833536	red	False	False	False	billiardball	small	orange
3075-1	1447690840092	61	filler	baseball	target	1	1	raspberry	distractor	3	2	crocodile	distractor	2	3	1	1	0	sports		1447690838462	sports	False	False	False	baseball	NA	NA
3075-1	1447690843923	62	sizeOnly	big_blue_guitar	target	3	2	small_blue_guitar	distractor	1	3	small_green_guitar	distractor	2	1	1	1	0	big blue		1447690842749	big blue	True	True	False	guitar	big	blue
3075-1	1447690848379	63	filler	kitten	target	1	2	carrot	distractor	2	3	binoculars	distractor	3	1	1	1	0	pet		1447690847213	pet	False	False	False	kitten	NA	NA
3075-1	1447690851283	64	colorAndSize	small_pink_framee	target	2	3	big_green_framee	distractor	1	1	big_green_framee	distractor	3	2	1	1	0	pink		1447690850261	pink	False	True	False	framee	small	pink
3075-1	1447690854099	65	colorAndSize	big_red_flower	target	3	3	small_purple_flower	distractor	1	2	small_purple_flower	distractor	2	1	1	1	0	red		1447690852851	red	False	True	False	flower	big	red
3075-1	1447690857547	66	sizeOnly	big_pink_balloon	target	3	3	small_pink_balloon	distractor	2	2	small_yellow_balloon	distractor	1	1	1	1	0	big purple		1447690856400	big purple	True	False	False	balloon	big	pink
3075-1	1447690861229	67	filler	tophat	target	2	1	egg	distractor	1	2	toilet	distractor	3	3	1	1	0	black		1447690859539	black	False	False	False	tophat	NA	NA
3075-1	1447690865428	68	colorOnly	small_pink_hairdryer	target	2	2	small_purple_hairdryer	distractor	1	1	big_purple_hairdryer	distractor	3	3	1	1	0	pink		1447690863227	pink	False	True	False	hairdryer	small	pink
3075-1	1447690868027	69	colorOnly	small_red_bike	target	3	2	big_purple_bike	distractor	1	3	small_purple_bike	distractor	2	1	1	1	0	red		1447690866922	red	False	True	False	bike	small	red
3075-1	1447690871675	70	sizeOnly	small_green_folder	target	1	3	big_blue_folder	distractor	3	2	big_green_folder	distractor	2	1	1	1	0	small green		1447690870552	small green	True	True	False	folder	small	green
3075-1	1447690874707	71	colorAndSize	big_blue_ornament	target	3	3	small_purple_ornament	distractor	1	2	small_purple_ornament	distractor	2	1	1	1	0	blue		1447690873430	blue	False	True	False	ornament	big	blue
3075-1	1447690878115	72	colorOnly	big_yellow_shoe	target	2	2	big_white_shoe	distractor	1	1	small_white_shoe	distractor	3	3	1	1	0	yellow		1447690876761	yellow	False	True	False	shoe	big	yellow
3075-1	1447690881262	73	colorAndSize	small_white_phone	target	3	1	big_pink_phone	distractor	2	2	big_pink_phone	distractor	1	3	1	1	0	white		1447690880235	white	False	True	False	phone	small	white
3075-1	1447690885444	74	filler	zucchini	target	1	1	garlic	distractor	3	2	car	distractor	2	3	1	1	0	green		1447690883084	green	False	False	False	zucchini	NA	NA
3075-1	1447690893427	75	filler	santahat	target	3	1	chick	distractor	2	2	fireextinguisher	distractor	1	3	1	1	0	red, holiday		1447690891485	red, holiday	False	False	False	santahat	NA	NA
3075-1	1447690898956	76	filler	orange	target	1	3	polarbear	distractor	3	1	violin	distractor	2	2	1	1	0	orange		1447690897152	orange	False	False	True	orange	NA	NA
3075-1	1447690904682	77	sizeOnly	small_red_toothbrush	target	3	2	big_blue_toothbrush	distractor	2	3	big_red_toothbrush	distractor	1	1	1	1	0	small red		1447690902402	small red	True	True	False	toothbrush	small	red
3075-1	1447690909938	78	filler	trumpet	target	1	3	television	distractor	2	1	lion	distractor	3	2	1	1	0	instrument		1447690907931	instrument	False	False	False	trumpet	NA	NA
3075-1	1447690915059	79	filler	firehydrant	target	1	2	flamingo	distractor	2	1	garlic	distractor	3	3	1	1	0	red		1447690911370	red	False	False	False	firehydrant	NA	NA
3075-1	1447690920154	80	filler	fox	target	1	2	sheep	distractor	3	3	car	distractor	2	1	1	1	0	small mammal		1447690918782	small mammal	False	False	False	fox	NA	NA
3075-1	1447690926130	81	filler	watermelon	target	1	2	rubberduck	distractor	2	3	artichoke	distractor	3	1	1	1	0	fruit		1447690922854	fruit	False	False	False	watermelon	NA	NA
3075-1	1447690934879	82	filler	kiwi	target	2	1	broccoli	distractor	3	2	grapefruit	distractor	1	3	1	1	0	green fruit		1447690929643	green fruit	False	False	False	kiwi	NA	NA
3075-1	1447690938217	83	filler	garbagecan	target	3	1	lime	distractor	2	2	elephant	distractor	1	3	1	1	0	red		1447690936580	red	False	False	False	garbagecan	NA	NA
3075-1	1447690942890	84	filler	watermelon	target	2	3	ketchup	distractor	1	1	penguin	distractor	3	2	1	1	0	fruit		1447690940571	fruit	False	False	False	watermelon	NA	NA
3075-1	1447690947529	85	filler	firetruck	target	3	2	snowflake	distractor	2	3	coconut	distractor	1	1	1	1	0	red		1447690945587	red	False	False	False	firetruck	NA	NA
3075-1	1447690952113	86	filler	broccoli	target	3	1	grapefruit	distractor	2	2	watermelon	distractor	1	3	1	1	0	green		1447690950527	green	False	False	False	broccoli	NA	NA
3075-1	1447690956593	87	filler	fox	target	3	3	firetruck	distractor	2	1	artichoke	distractor	1	2	1	1	0	mammal		1447690954877	mammal	False	False	False	fox	NA	NA
3075-1	1447690960057	88	colorOnly	small_purple_bracelet	target	3	1	big_green_bracelet	distractor	1	2	small_green_bracelet	distractor	2	3	1	1	0	purple		1447690958483	purple	False	True	False	bracelet	small	purple
3075-1	1447690962994	89	filler	raspberry	target	1	1	bulldozer	distractor	3	3	television	distractor	2	2	1	1	0	red		1447690961401	red	False	False	False	raspberry	NA	NA
3075-1	1447690967002	90	filler	carrot	target	3	3	television	distractor	2	1	ketchup	distractor	1	2	1	1	0	orange		1447690965742	orange	False	False	False	carrot	NA	NA
3075-1	1447690971081	91	filler	piano	target	3	3	coconut	distractor	1	1	tomato	distractor	2	2	1	1	0	music		1447690969649	music	False	False	False	piano	NA	NA
3075-1	1447690976001	92	sizeOnly	big_purple_butterfly	target	3	1	small_blue_butterfly	distractor	2	2	small_purple_butterfly	distractor	1	3	1	1	0	big pink		1447690974568	big pink	True	False	False	butterfly	big	purple
3075-1	1447690978945	93	filler	flamingo	target	2	2	kitten	distractor	3	1	snake	distractor	1	3	1	1	0	pink		1447690977846	pink	False	False	False	flamingo	NA	NA
3075-1	1447690982537	94	filler	flamingo	target	2	3	football	distractor	1	1	gloves	distractor	3	2	1	1	0	pink		1447690981166	pink	False	False	False	flamingo	NA	NA
3075-1	1447690985206	95	filler	motorcycle	target	1	1	teddybear	distractor	3	2	rubberduck	distractor	2	3	1	1	0	red		1447690984093	red	False	False	False	motorcycle	NA	NA
3075-1	1447690988251	96	filler	kiwi	target	2	1	tomato	distractor	3	3	dresser	distractor	1	2	1	1	0	green		1447690987461	green	False	False	False	kiwi	NA	NA
3075-1	1447690991513	97	filler	baseball	target	1	3	strawberry	distractor	2	1	kitten	distractor	3	2	1	1	0	sports		1447690990676	sports	False	False	False	baseball	NA	NA
3075-1	1447690994297	98	filler	banana	target	1	1	tooth	distractor	3	3	strawberry	distractor	2	2	1	1	0	yellow		1447690993445	yellow	False	False	False	banana	NA	NA
3075-1	1447690998785	99	filler	dresser	target	3	3	raspberry	distractor	1	2	camera	distractor	2	1	1	1	0	storage		1447690997610	storage	False	False	False	dresser	NA	NA
3075-1	1447691002769	100	sizeOnly	big_orange_cushion	target	2	2	small_blue_cushion	distractor	3	3	small_orange_cushion	distractor	1	1	1	1	0	big orange		1447691001569	big orange	True	True	False	cushion	big	orange
3075-1	1447691005688	101	colorOnly	small_green_rock	target	3	2	big_purple_rock	distractor	1	1	small_purple_rock	distractor	2	3	1	1	0	green		1447691004650	green	False	True	False	rock	small	green
3075-1	1447691010793	102	filler	snowflake	target	3	3	rubberduck	distractor	2	2	coconut	distractor	1	1	1	1	0	cold drawing		1447691009060	cold drawing	False	False	False	snowflake	NA	NA
3075-1	1447691013328	103	filler	firetruck	target	2	3	iguana	distractor	3	2	penguin	distractor	1	1	1	1	0	red		1447691012203	red	False	False	False	firetruck	NA	NA
3075-1	1447691016480	104	filler	smokedetector	target	1	2	trumpet	distractor	3	1	tomato	distractor	2	3	1	1	0	white		1447691015229	white	False	False	False	smokedetector	NA	NA
3075-1	1447691019289	105	filler	zucchini	target	2	3	violin	distractor	1	2	car	distractor	3	1	1	1	0	green		1447691018211	green	False	False	False	zucchini	NA	NA
3075-1	1447691022928	106	filler	kitten	target	1	1	basketball	distractor	3	2	fireextinguisher	distractor	2	3	1	1	0	pet		1447691021590	pet	False	False	False	kitten	NA	NA
3075-1	1447691025712	107	colorAndSize	small_green_chair	target	2	3	big_red_chair	distractor	1	2	big_red_chair	distractor	3	1	1	1	0	green		1447691024694	green	False	True	False	chair	small	green
3075-1	1447691031104	108	filler	orange	target	2	3	schoolbus	distractor	3	1	binoculars	distractor	1	2	1	1	0	orange		1447691027365	orange	False	False	True	orange	NA	NA
2809-4	1447690295779	1	filler	strawberry	target	3	3	chick	distractor	2	1	lobster	distractor	1	2	1	1	0	the sweet thing you eat		1447690289377	the sweet thing you eat	False	False	False	strawberry	NA	NA
2809-4	1447690308466	2	filler	football	target	1	3	firetruck	distractor	2	2	basketball	distractor	3	1	1	1	0	the thing you kick		1447690305325	the thing you kick	False	False	False	football	NA	NA
2809-4	1447690317070	3	colorAndSize	small_yellow_shoe	target	1	3	big_white_shoe	distractor	2	2	big_white_shoe	distractor	3	1	1	1	0	the yellow one		1447690315731	the yellow one	False	True	False	shoe	small	yellow
2809-4	1447690322943	4	colorOnly	small_orange_coathanger	target	1	2	big_purple_coathanger	distractor	2	3	small_purple_coathanger	distractor	3	1	1	1	0	the orange one		1447690320373	the orange one	False	True	False	coathanger	small	orange
2809-4	1447690330550	5	filler	rhinoceros	target	1	2	tomato	distractor	3	3	penguin	distractor	2	1	1	1	0	the large animal		1447690329064	the large animal	False	False	False	rhinoceros	NA	NA
2809-4	1447690340238	6	filler	tooth	target	2	3	gloves	distractor	1	1	carrot	distractor	3	2	1	1	0	the thing you chew with		1447690337678	the thing you chew with	False	False	False	tooth	NA	NA
2809-4	1447690348332	7	filler	mailbox	target	3	2	snake	distractor	1	1	tire	distractor	2	3	1	1	0	the thing you put letters in		1447690346704	the thing you put letters in	False	False	False	mailbox	NA	NA
2809-4	1447690354984	8	filler	camera	target	1	3	iguana	distractor	3	1	eggplant	distractor	2	2	1	1	0	the thing you take photos with		1447690353384	the thing you take photos with	False	False	False	camera	NA	NA
2809-4	1447690362904	9	filler	teddybear	target	3	3	cactus	distractor	2	1	car	distractor	1	2	1	1	0	the thing you snuggle with		1447690360539	the thing you snuggle with	False	False	False	teddybear	NA	NA
2809-4	1447690372254	10	filler	santahat	target	3	1	polarbear	distractor	1	2	toilet	distractor	2	3	1	1	0	the thing you wear on your head		1447690370609	the thing you wear on your head	False	False	False	santahat	NA	NA
2809-4	1447690399972	11	filler	snake	target	1	1	bulldozer	distractor	2	2	coconut	distractor	3	3	1	1	0	the long  one		1447690394746	the long  one	False	False	False	snake	NA	NA
2809-4	1447690406723	12	filler	sheep	target	1	2	broccoli	distractor	3	1	flamingo	distractor	2	3	1	1	0	the snuggly one		1447690404086	the snuggly one	False	False	False	sheep	NA	NA
2809-4	1447690418590	13	colorOnly	big_red_flower	distractor	3	2	big_purple_flower	target	1	1	small_red_flower	distractor	2	3	1	1	0	the pinker one		1447690412251	the pinker one	False	False	False	flower	big	red
2809-4	1447690427508	14	filler	garbagecan	target	3	2	trumpet	distractor	2	3	firetruck	distractor	1	1	1	1	0	the thing you throw trash in		1447690425463	the thing you throw trash in	False	False	False	garbagecan	NA	NA
2809-4	1447690445972	15	sizeOnly	small_red_yarn	target	2	1	big_purple_yarn	distractor	1	2	big_red_yarn	distractor	3	3	1	1	0	the smallest one		1447690432306	the smallest one	False	False	False	yarn	small	red
2809-4	1447690446047	16	sizeOnly	small_red_yarn	target	2	1	big_red_yarn	distractor	3	3	big_purple_yarn	distractor	1	2	0	0	0				NA	False	False	False	yarn	small	red
2809-4	1447690459227	17	filler	snake	distractor	3	1	egg	target	2	2	flamingo	distractor	1	3	1	1	0	the one you eat		1447690453013	the one you eat	False	False	False	snake	NA	NA
2809-4	1447690469185	18	filler	polarbear	target	1	3	binoculars	distractor	3	2	grapefruit	distractor	2	1	1	1	0	the one you run from		1447690463695	the one you run from	False	False	False	polarbear	NA	NA
2809-4	1447690479388	19	filler	smokedetector	target	2	3	binoculars	distractor	1	1	hotdog	distractor	3	2	1	1	0	the one that is loud		1447690474570	the one that is loud	False	False	False	smokedetector	NA	NA
2809-4	1447690498038	20	filler	cherries	target	3	1	carrot	distractor	2	3	tennisball	distractor	1	2	1	1	0	the one that is red and sweet		1447690488544	the one that is red and sweet	False	False	False	cherries	NA	NA
2809-4	1447690509923	21	sizeOnly	big_red_bike	target	1	2	small_red_bike	distractor	3	1	small_purple_bike	distractor	2	3	1	1	0	the large one		1447690506513	the large one	False	False	False	bike	big	red
2809-4	1447690519968	22	filler	cactus	target	2	3	broccoli	distractor	1	2	orange	distractor	3	1	1	1	0	the one you don't want to hug		1447690516873	the one you don't want to hug	False	False	False	cactus	NA	NA
2809-4	1447690527662	23	filler	trumpet	target	1	2	iguana	distractor	3	3	binoculars	distractor	2	1	1	1	0	the one that makes music		1447690526379	the one that makes music	False	False	False	trumpet	NA	NA
2809-4	1447690532293	24	filler	gloves	target	3	3	tennisball	distractor	2	1	watermelon	distractor	1	2	1	1	0	the one you wear		1447690530770	the one you wear	False	False	False	gloves	NA	NA
2809-4	1447690542491	25	filler	broccoli	target	1	1	raspberry	distractor	2	2	kiwi	distractor	3	3	1	1	0	the one you put in a stir fry		1447690540618	the one you put in a stir fry	False	False	False	broccoli	NA	NA
2809-4	1447690553908	26	filler	polarbear	target	3	1	firehydrant	distractor	1	3	carrot	distractor	2	2	1	1	0	the one at the north pole		1447690546929	the one at the north pole	False	False	False	polarbear	NA	NA
2809-4	1447690559676	27	filler	feather	target	3	3	piano	distractor	1	2	egg	distractor	2	1	1	1	0	the one that tickles		1447690557948	the one that tickles	False	False	False	feather	NA	NA
2809-4	1447690566586	28	sizeOnly	big_green_jacket	target	3	1	small_brown_jacket	distractor	2	2	small_green_jacket	distractor	1	3	1	1	0	the large one		1447690564923	the large one	False	False	False	jacket	big	green
2809-4	1447690572570	29	sizeOnly	small_black_belt	target	2	3	big_brown_belt	distractor	1	2	big_black_belt	distractor	3	1	1	1	0	the small one		1447690571082	the small one	True	False	False	belt	small	black
2809-4	1447690591547	30	filler	strawberry	target	1	2	kitten	distractor	3	1	fox	distractor	2	3	1	1	0	the one you eat (hopefully the only one you eat)		1447690589110	the one you eat (hopefully the only one you eat)	False	False	False	strawberry	NA	NA
2809-4	1447690603266	31	filler	gloves	target	1	1	lion	distractor	3	3	garbagecan	distractor	2	2	1	1	0	the one for cold weather		1447690596825	the one for cold weather	False	False	False	gloves	NA	NA
2809-4	1447690610379	32	colorOnly	big_green_guitar	target	3	3	big_blue_guitar	distractor	1	1	small_blue_guitar	distractor	2	2	1	1	0	the green one		1447690608623	the green one	False	True	False	guitar	big	green
2809-4	1447690617133	33	filler	piano	target	1	2	car	distractor	3	1	tire	distractor	2	3	1	1	0	the one for music		1447690615428	the one for music	False	False	False	piano	NA	NA
2809-4	1447690627509	34	filler	egg	target	2	3	penguin	distractor	3	2	fireextinguisher	distractor	1	1	1	1	0	the one that gets laid		1447690625164	the one that gets laid	False	False	False	egg	NA	NA
2809-4	1447690635268	35	colorAndSize	small_blue_toothbrush	target	1	2	big_red_toothbrush	distractor	3	3	big_red_toothbrush	distractor	2	1	1	1	0	the blue one		1447690630356	the blue one	False	True	False	toothbrush	small	blue
2809-4	1447690641852	36	colorAndSize	big_blue_tack	target	3	2	small_red_tack	distractor	2	1	small_red_tack	distractor	1	3	1	1	0	the one that is blue		1447690640776	the one that is blue	False	True	False	tack	big	blue
2809-4	1447690659541	37	filler	zucchini	target	2	1	coconut	distractor	1	2	tennisball	distractor	3	3	1	1	0	the one that is in salad		1447690655620	the one that is in salad	False	False	False	zucchini	NA	NA
