gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
4517-f,1.44926E+12,33,subSuperTrial,distr22,pug,target,4,3,dog,animal,blackStimulus,NA,1,1,NA,NA,iguana,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,sheep,distrClass2,2,2,NA,animal,1,1,0,dog,,1.44926E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
4517-f,1.44926E+12,34,subSuperTrial,distr23,bedsideTable,target,2,3,table,furniture,horse,distrClass3,3,4,NA,animal,bed,distrClass2,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,chest,,1.44926E+12,chest,FALSE,FALSE,TRUE,,,,,,,,bedsideTable,NA,NA,,,,
4517-f,1.44926E+12,35,colorSizeTrial,sizeOnly3Distr2Same,small_black_book,target,3,3,NA,NA,big_black_book,distractor,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_book,distractor,2,2,NA,NA,big_blue_book,distractor,1,4,NA,NA,1,1,0,little black book,,1.44926E+12,little black book,TRUE,TRUE,TRUE,,,,,,,,book,small,black,,,,
4517-f,1.44926E+12,36,colorSizeTrial,sizeOnly3Distr1Same,big_black_belt,target,3,1,NA,NA,small_black_belt,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_brown_belt,distractor,2,2,NA,NA,small_brown_belt,distractor,4,4,NA,NA,2,2,0,big belt___black,,1449255326308___1449255327037,big belt,TRUE,TRUE,TRUE,,,,,,,,belt,big,black,,,,
4517-f,1.44926E+12,37,colorSizeTrial,sizeOnly4Distr3Same,small_blue_comb,target,4,4,NA,NA,big_blue_comb,distractor,1,5,NA,NA,big_blue_comb,distractor,5,2,NA,NA,big_blue_comb,distractor,2,3,NA,NA,big_black_comb,distractor,3,1,NA,NA,1,1,0,littlest,,1.44926E+12,littlest,TRUE,FALSE,FALSE,,,,,,,,comb,small,blue,,,,
4517-f,1.44926E+12,38,subSuperTrial,distr33,minivan,target,3,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,sheep,distrClass3,4,2,NA,animal,cow,distrClass3,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,van,,1.44926E+12,van,FALSE,FALSE,TRUE,,,,,TRUE,,,minivan,NA,NA,,,,
4517-f,1.44926E+12,39,subSuperTrial,distr33,tulip,target,3,4,flower,plant,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,2,3,NA,snack,bison,distrClass3,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,rose,,1.44926E+12,rose,FALSE,FALSE,TRUE,,,,,,,,tulip,NA,NA,,,,
4517-f,1.44926E+12,40,subSuperTrial,distr12,poloShirt,target,2,4,shirt,clothing,gloves,distrClass2,4,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,campShirt,distrClass1,3,3,shirt,clothing,1,1,0,light blue,,1.44926E+12,light blue,FALSE,TRUE,FALSE,,,,,,,,poloShirt,NA,NA,,,,
4517-f,1.44926E+12,41,subSuperTrial,distr12,convertible,target,2,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,sedan,distrClass1,4,2,car,vehicle,ambulance,distrClass2,3,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,1,1,0,top down car,,1.44926E+12,top down car,FALSE,FALSE,TRUE,,,,,,,,convertible,NA,NA,,,,
4517-f,1.44926E+12,42,colorSizeTrial,sizeOnly3Distr1Same,small_red_tack,target,1,3,NA,NA,big_red_tack,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_tack,distractor,4,4,NA,NA,big_blue_tack,distractor,2,1,NA,NA,1,1,0,little red,,1.44926E+12,little red,TRUE,TRUE,FALSE,,,,,,,,tack,small,red,,,,
4517-f,1.44926E+12,43,subSuperTrial,distr23,dressShirt,target,2,2,shirt,clothing,bathrobe,distrClass2,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pig,distrClass3,3,3,NA,animal,1,1,0,tshirt,,1.44926E+12,tshirt,FALSE,FALSE,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
4517-f,1.44926E+12,44,subSuperTrial,distr22,dalmatian,target,3,2,dog,animal,rabbit,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,dog ,,1.44926E+12,dog ,FALSE,FALSE,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
4517-f,1.44926E+12,45,colorSizeTrial,sizeOnly4Distr1Same,big_green_bracelet,target,1,3,NA,NA,small_purple_bracelet,distractor,4,1,NA,NA,small_purple_bracelet,distractor,3,2,NA,NA,small_purple_bracelet,distractor,5,4,NA,NA,small_green_bracelet,distractor,2,5,NA,NA,1,1,0,big green,,1.44926E+12,big green,TRUE,TRUE,FALSE,,,,,,,,bracelet,big,green,,,,
4517-f,1.44926E+12,46,colorSizeTrial,sizeOnly3Distr3Same,small_purple_bike,target,3,3,NA,NA,big_purple_bike,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bike,distractor,4,1,NA,NA,big_purple_bike,distractor,2,4,NA,NA,1,1,0,little bike,,1.44926E+12,little bike,TRUE,FALSE,TRUE,,,,,,,,bike,small,purple,,,,
4517-f,1.44926E+12,47,colorSizeTrial,sizeOnly3Distr2Same,big_orange_napkin,target,3,2,NA,NA,small_orange_napkin,distractor,1,1,NA,NA,small_orange_napkin,distractor,4,4,NA,NA,small_yellow_napkin,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,big orange,,1.44926E+12,big orange,TRUE,TRUE,FALSE,,,,,,,,napkin,big,orange,,,,
4517-f,1.44926E+12,48,colorSizeTrial,colorOnly3Distr1Same,big_pink_hairdryer,target,3,1,NA,NA,small_purple_hairdryer,distractor,4,3,NA,NA,big_purple_hairdryer,distractor,2,4,NA,NA,small_purple_hairdryer,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,2,2,0,light purple___bright purple,,1449255386182___1449255394844,light purple,FALSE,TRUE,FALSE,,,,,,,,hairdryer,big,pink,,,,
4517-f,1.44926E+12,49,colorSizeTrial,sizeOnly4Distr1Same,big_pink_weddingcake,target,3,5,NA,NA,small_pink_weddingcake,distractor,5,2,NA,NA,small_white_weddingcake,distractor,1,1,NA,NA,small_white_weddingcake,distractor,4,3,NA,NA,small_white_weddingcake,distractor,2,4,NA,NA,1,1,0,big pink,,1.44926E+12,big pink,TRUE,TRUE,FALSE,,,,,,,,weddingcake,big,pink,,,,
4517-f,1.44926E+12,50,subSuperTrial,distr22,picnicTable,target,2,4,table,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,3,3,NA,furniture,wardrobe,distrClass2,4,2,NA,furniture,1,1,0,bench,,1.44926E+12,bench,FALSE,FALSE,FALSE,TRUE,,,,,,,picnicTable,NA,NA,,,,
4517-f,1.44926E+12,51,subSuperTrial,distr22,catfish,target,4,4,fish,animal,cow,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,lobster,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,fish,,1.44926E+12,fish,FALSE,FALSE,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
4517-f,1.44926E+12,52,subSuperTrial,distr33,husky,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,socks,distrClass3,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,2,3,NA,snack,1,1,0,dog,,1.44926E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,husky,NA,NA,,,,
4517-f,1.44926E+12,53,subSuperTrial,distr12,jellyBeans,target,2,3,candy,snack,chips,distrClass2,4,4,NA,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,1,1,0,jelly beans,,1.44926E+12,jelly beans,FALSE,FALSE,TRUE,,,,,,,,jellyBeans,NA,NA,,,,
4517-f,1.44926E+12,54,subSuperTrial,distr12,sunflower,target,3,4,flower,plant,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,4,2,flower,plant,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,2,3,NA,plant,1,1,0,sunflower,,1.44926E+12,sunflower,FALSE,FALSE,TRUE,,,,,,,,sunflower,NA,NA,,,,
4517-f,1.44926E+12,55,colorSizeTrial,sizeOnly4Distr3Same,small_pink_teacup,target,4,5,NA,NA,big_pink_teacup,distractor,2,1,NA,NA,big_pink_teacup,distractor,1,3,NA,NA,big_white_teacup,distractor,5,4,NA,NA,big_pink_teacup,distractor,3,2,NA,NA,1,1,0,little purple,,1.44926E+12,little purple,TRUE,TRUE,FALSE,,,,,,,,teacup,small,pink,,,,
4517-f,1.44926E+12,56,colorSizeTrial,sizeOnly3Distr3Same,big_red_candle,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_candle,distractor,4,1,NA,NA,small_red_candle,distractor,2,2,NA,NA,small_red_candle,distractor,1,3,NA,NA,1,1,0,big,,1.44926E+12,big,TRUE,FALSE,FALSE,,,,,,,,candle,big,red,,,,
4517-f,1.44926E+12,57,colorSizeTrial,colorOnly4Distr3Same,big_red_stapler,target,3,4,NA,NA,small_purple_stapler,distractor,2,2,NA,NA,big_purple_stapler,distractor,1,1,NA,NA,big_purple_stapler,distractor,4,3,NA,NA,big_purple_stapler,distractor,5,5,NA,NA,1,1,0,red,,1.44926E+12,red,FALSE,TRUE,FALSE,,,,,,,,stapler,big,red,,,,
4517-f,1.44926E+12,58,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,iguana,distrClass2,3,2,NA,animal,squirrel,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,fish,,1.44926E+12,fish,FALSE,FALSE,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
4517-f,1.44926E+12,59,colorSizeTrial,sizeOnly3Distr2Same,small_purple_rug,target,1,3,NA,NA,big_blue_rug,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_rug,distractor,3,1,NA,NA,big_purple_rug,distractor,2,4,NA,NA,1,1,0,littlest,,1.44926E+12,littlest,TRUE,FALSE,FALSE,,,,,,,,rug,small,purple,,,,
4517-f,1.44926E+12,60,colorSizeTrial,colorOnly3Distr2Same,small_pink_balloon,target,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_yellow_balloon,distractor,2,1,NA,NA,big_yellow_balloon,distractor,1,4,NA,NA,small_yellow_balloon,distractor,4,3,NA,NA,1,1,0,purple,,1.44926E+12,purple,FALSE,TRUE,FALSE,,,,,,,,balloon,small,pink,,,,
4517-f,1.44926E+12,61,subSuperTrial,distr12,discusFish,distrClass1,4,2,fish,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,swordFish,target,3,4,fish,animal,lion,distrClass2,2,3,NA,animal,1,1,0,fish,,1.44926E+12,fish,FALSE,FALSE,FALSE,,TRUE,,,,,,discusFish,NA,NA,,,,
4517-f,1.44926E+12,62,colorSizeTrial,colorOnly3Distr3Same,small_pink_bucket,target,4,4,NA,NA,small_red_bucket,distractor,1,3,NA,NA,small_red_bucket,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_bucket,distractor,2,1,NA,NA,1,1,0,bright purple,,1.44926E+12,bright purple,FALSE,TRUE,FALSE,,,,,,,,bucket,small,pink,,,,
4517-f,1.44926E+12,63,subSuperTrial,distr23,tShirt,target,4,2,shirt,clothing,dress,distrClass2,3,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,motorcycle,distrClass3,2,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,3,3,0,blue___sry___tshirt,,1449255463628___1449255466506___1449255467440,blue,FALSE,FALSE,TRUE,,,,,,,,tShirt,NA,NA,,,,
4517-f,1.44926E+12,64,colorSizeTrial,sizeOnly3Distr2Same,small_orange_coathanger,target,2,2,NA,NA,big_purple_coathanger,distractor,1,4,NA,NA,big_orange_coathanger,distractor,3,3,NA,NA,big_orange_coathanger,distractor,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,littlest,,1.44926E+12,littlest,TRUE,FALSE,FALSE,,,,,,,,coathanger,small,orange,,,,
4517-f,1.44926E+12,65,subSuperTrial,distr23,diningTable,target,3,2,table,furniture,wardrobe,distrClass2,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cow,distrClass3,4,4,NA,animal,1,1,0,table,,1.44926E+12,table,FALSE,FALSE,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
4517-f,1.44926E+12,66,colorSizeTrial,colorOnly4Distr1Same,big_orange_cushion,target,3,3,NA,NA,small_blue_cushion,distractor,1,5,NA,NA,small_blue_cushion,distractor,5,1,NA,NA,small_blue_cushion,distractor,2,4,NA,NA,big_blue_cushion,distractor,4,2,NA,NA,1,1,0,orange,,1.44926E+12,orange,FALSE,TRUE,FALSE,,,,,,,,cushion,big,orange,,,,
4517-f,1.44926E+12,67,colorSizeTrial,colorOnly2Distr1Same,small_blue_cap,target,2,3,NA,NA,small_orange_cap,distractor,3,2,NA,NA,big_orange_cap,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,blue,,1.44926E+12,blue,FALSE,TRUE,FALSE,,,,,,,,cap,small,blue,,,,
4517-f,1.44926E+12,68,colorSizeTrial,colorOnly4Distr1Same,big_green_jacket,target,5,2,NA,NA,small_brown_jacket,distractor,3,1,NA,NA,big_brown_jacket,distractor,2,3,NA,NA,small_brown_jacket,distractor,4,4,NA,NA,small_brown_jacket,distractor,1,5,NA,NA,1,1,0,green,,1.44926E+12,green,FALSE,TRUE,FALSE,,,,,,,,jacket,big,green,,,,
4517-f,1.44926E+12,69,subSuperTrial,distr12,sportsCar,target,4,2,car,vehicle,sedan,distrClass1,3,4,car,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,ambulance,distrClass2,2,3,NA,vehicle,1,1,0,white car,,1.44926E+12,white car,FALSE,TRUE,FALSE,,TRUE,,,,,,sportsCar,NA,NA,,,,
4517-f,1.44926E+12,70,subSuperTrial,distr33,coffeeTable,target,4,2,table,furniture,blackStimulus,NA,5,5,NA,NA,bison,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,train,distrClass3,2,4,NA,vehicle,1,1,0,table,,1.44926E+12,table,FALSE,FALSE,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
4517-f,1.44926E+12,71,subSuperTrial,distr23,skittles,target,2,2,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass2,3,3,NA,snack,ivy,distrClass3,4,4,NA,plant,1,1,0,skittles,,1.44926E+12,skittles,FALSE,FALSE,TRUE,,,,,,,,skittles,NA,NA,,,,
4517-f,1.44926E+12,72,colorSizeTrial,sizeOnly3Distr1Same,big_yellow_shoe,target,4,3,NA,NA,small_white_shoe,distractor,1,2,NA,NA,small_yellow_shoe,distractor,3,4,NA,NA,small_white_shoe,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,2,2,0,big yellow___cya,,1449255510776___1449255512407,big yellow,TRUE,TRUE,FALSE,,,,,,,,shoe,big,yellow,,,,
1223-7,1.44926E+12,1,subSuperTrial,distr22,mnMs,target,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass2,2,4,NA,snack,1,1,0,The small round candies,,1.44926E+12,The small round candies,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,TRUE,mnMs,NA,NA,,,,
1223-7,1.44926E+12,2,subSuperTrial,distr23,hummingBird,target,2,3,bird,animal,blackStimulus,NA,5,5,NA,NA,chick,distrClass2,4,2,NA,animal,bed,distrClass3,3,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,The flying animal,,1.44926E+12,The flying animal,FALSE,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,hummingBird,NA,NA,,,,
1223-7,1.44926E+12,3,colorSizeTrial,colorOnly2Distr1Same,small_red_pepper,target,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_green_pepper,distractor,3,3,NA,NA,small_green_pepper,distractor,4,4,NA,NA,1,1,0,The red pepper,,1.44926E+12,The red pepper,FALSE,TRUE,TRUE,,,,,,,TRUE,pepper,small,red,,,,
1223-7,1.44926E+12,4,colorSizeTrial,sizeOnly3Distr1Same,small_green_guitar,target,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_guitar,distractor,1,4,NA,NA,big_blue_guitar,distractor,2,2,NA,NA,big_blue_guitar,distractor,4,1,NA,NA,1,1,0,The small green guitar,,1.44926E+12,The small green guitar,TRUE,TRUE,TRUE,,,,,,,TRUE,guitar,small,green,,,,
1223-7,1.44926E+12,5,colorSizeTrial,sizeOnly3Distr2Same,small_black_belt,target,4,4,NA,NA,big_brown_belt,distractor,2,2,NA,NA,big_black_belt,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_belt,distractor,3,1,NA,NA,1,1,0,The smallest black belt,,1.44926E+12,The smallest black belt,TRUE,TRUE,TRUE,,,,,,,TRUE,belt,small,black,,,,
1223-7,1.44926E+12,6,subSuperTrial,distr22,eagle,target,2,3,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,snake,distrClass2,4,4,NA,animal,elephant,distrClass2,3,2,NA,animal,1,1,0,The eagle,,1.44926E+12,The eagle,FALSE,FALSE,TRUE,,,,,,,TRUE,eagle,NA,NA,,,,
1223-7,1.44926E+12,7,subSuperTrial,distr12,goldFish,target,3,2,fish,animal,blackStimulus,NA,5,5,NA,NA,cow,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,3,fish,animal,1,1,0,The goldfish,,1.44926E+12,The goldfish,FALSE,FALSE,TRUE,,,,,,,TRUE,goldFish,NA,NA,,,,
1223-7,1.44926E+12,8,subSuperTrial,distr22,picnicTable,target,4,3,table,furniture,lamp,distrClass2,3,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,2,4,NA,furniture,1,1,0,The picnic table,,1.44926E+12,The picnic table,FALSE,FALSE,TRUE,,,,,,,TRUE,picnicTable,NA,NA,,,,
1223-7,1.44926E+12,9,colorSizeTrial,sizeOnly3Distr2Same,big_brown_jacket,target,4,3,NA,NA,small_green_jacket,distractor,1,2,NA,NA,small_brown_jacket,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_brown_jacket,distractor,3,4,NA,NA,1,1,0,The large brown shirt,,1.44926E+12,The large brown shirt,FALSE,TRUE,TRUE,,,,,,,TRUE,jacket,big,brown,,,,
1223-7,1.44926E+12,10,subSuperTrial,distr33,hawaiiShirt,target,2,2,shirt,clothing,pig,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass3,3,4,NA,animal,1,1,0,The blue shirt,,1.44926E+12,The blue shirt,FALSE,TRUE,FALSE,,TRUE,,,,,TRUE,hawaiiShirt,NA,NA,,,,
1223-7,1.44926E+12,11,subSuperTrial,distr22,skittles,target,3,4,candy,snack,pretzels,distrClass2,2,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cookies,distrClass2,4,3,NA,snack,1,1,0,Skittles,,1.44926E+12,Skittles,FALSE,FALSE,TRUE,,,,,,,,skittles,NA,NA,,,,
1223-7,1.44926E+12,12,colorSizeTrial,colorOnly3Distr3Same,big_pink_phone,target,2,1,NA,NA,big_white_phone,distractor,3,3,NA,NA,big_white_phone,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_white_phone,distractor,1,4,NA,NA,1,1,0,the pink phone,,1.44926E+12,the pink phone,FALSE,TRUE,TRUE,,,,,,,TRUE,phone,big,pink,,,,
1223-7,1.44926E+12,13,subSuperTrial,distr23,sportsCar,target,3,2,car,vehicle,cookies,distrClass3,4,4,NA,snack,firetruck,distrClass2,2,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,the silver car,,1.44926E+12,the silver car,FALSE,TRUE,FALSE,,TRUE,,,,,TRUE,sportsCar,NA,NA,,,,
1223-7,1.44926E+12,14,colorSizeTrial,colorOnly4Distr3Same,small_white_weddingcake,target,2,1,NA,NA,small_pink_weddingcake,distractor,3,5,NA,NA,small_pink_weddingcake,distractor,5,2,NA,NA,small_pink_weddingcake,distractor,4,3,NA,NA,big_pink_weddingcake,distractor,1,4,NA,NA,1,1,0,the white cake,,1.44926E+12,the white cake,FALSE,TRUE,TRUE,,,,,,,TRUE,weddingcake,small,white,,,,
1223-7,1.44926E+12,15,subSuperTrial,distr12,gummyBears,target,4,2,candy,snack,pretzels,distrClass2,3,4,NA,snack,candyCorn,distrClass1,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,gummy bears,,1.44926E+12,gummy bears,FALSE,FALSE,TRUE,,,,,,,,gummyBears,NA,NA,,,,
1223-7,1.44926E+12,16,colorSizeTrial,colorOnly3Distr2Same,small_blue_binder,target,3,1,NA,NA,big_green_binder,distractor,1,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_binder,distractor,4,3,NA,NA,small_green_binder,distractor,2,2,NA,NA,1,1,0,blue,,1.44926E+12,blue,FALSE,TRUE,FALSE,,,,,,,,binder,small,blue,,,,
1223-7,1.44926E+12,17,subSuperTrial,distr23,bedsideTable,target,3,2,table,furniture,bison,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,2,4,NA,furniture,1,1,0,nightstand,,1.44926E+12,nightstand,FALSE,FALSE,TRUE,,,,,,,,bedsideTable,NA,NA,,,,
1223-7,1.44926E+12,18,colorSizeTrial,sizeOnly3Distr2Same,big_red_bike,target,1,1,NA,NA,small_red_bike,distractor,3,4,NA,NA,small_purple_bike,distractor,4,3,NA,NA,small_red_bike,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,large red bike,,1.44926E+12,large red bike,TRUE,TRUE,TRUE,,,,,,,,bike,big,red,,,,
1223-7,1.44926E+12,19,subSuperTrial,distr12,swordFish,target,4,2,fish,animal,rhino,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,4,fish,animal,1,1,0,swordfish,,1.44926E+12,swordfish,FALSE,FALSE,TRUE,,,,,,,,swordFish,NA,NA,,,,
1223-7,1.44926E+12,20,colorSizeTrial,colorOnly4Distr3Same,big_pink_bucket,target,4,4,NA,NA,small_red_bucket,distractor,1,2,NA,NA,big_red_bucket,distractor,5,1,NA,NA,big_red_bucket,distractor,2,5,NA,NA,big_red_bucket,distractor,3,3,NA,NA,1,1,0,pink bucket,,1.44926E+12,pink bucket,FALSE,TRUE,TRUE,,,,,,,,bucket,big,pink,,,,
1223-7,1.44926E+12,21,colorSizeTrial,sizeOnly3Distr1Same,big_purple_bracelet,target,2,3,NA,NA,small_green_bracelet,distractor,4,4,NA,NA,small_purple_bracelet,distractor,3,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_bracelet,distractor,1,2,NA,NA,1,1,0,large pink bracelet,,1.44926E+12,large pink bracelet,TRUE,TRUE,TRUE,,,,,,,,bracelet,big,purple,,,,
1223-7,1.44926E+12,22,subSuperTrial,distr12,germanShepherd,target,4,3,dog,animal,crocodile,distrClass2,3,4,NA,animal,greyhound,distrClass1,2,2,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,German shepard,,1.44926E+12,German shepard,FALSE,FALSE,TRUE,,,,,,,,germanShepherd,NA,NA,,,,
1223-7,1.44926E+12,23,colorSizeTrial,sizeOnly2Distr1Same,big_white_teacup,target,2,2,NA,NA,small_pink_teacup,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_white_teacup,distractor,3,3,NA,NA,1,1,0,large white cup,,1.44926E+12,large white cup,TRUE,TRUE,TRUE,,,,,,,,teacup,big,white,,,,
1223-7,1.44926E+12,24,colorSizeTrial,sizeOnly3Distr3Same,small_red_stapler,target,2,2,NA,NA,big_red_stapler,distractor,4,1,NA,NA,big_red_stapler,distractor,3,3,NA,NA,big_red_stapler,distractor,1,4,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,small stapler,,1.44926E+12,small stapler,TRUE,FALSE,TRUE,,,,,,,,stapler,small,red,,,,
1223-7,1.44926E+12,25,colorSizeTrial,sizeOnly3Distr3Same,big_green_rock,target,1,2,NA,NA,small_green_rock,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_rock,distractor,3,3,NA,NA,small_green_rock,distractor,4,4,NA,NA,1,1,0,largest,,1.44926E+12,largest,TRUE,FALSE,FALSE,,,,,,,,rock,big,green,,,,
1223-7,1.44926E+12,26,subSuperTrial,distr12,koalaBear,distrClass1,3,4,bear,animal,lobster,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pandaBear,target,2,2,bear,animal,1,1,0,panda,,1.44926E+12,panda,FALSE,FALSE,TRUE,,,,,,,,koalaBear,NA,NA,,,,
1223-7,1.44926E+12,27,subSuperTrial,distr33,diningTable,target,2,2,table,furniture,lobster,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass3,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,table,,1.44926E+12,table,FALSE,FALSE,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
1223-7,1.44926E+12,28,colorSizeTrial,sizeOnly3Distr1Same,big_blue_ornament,target,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_ornament,distractor,3,2,NA,NA,small_purple_ornament,distractor,4,4,NA,NA,small_blue_ornament,distractor,2,3,NA,NA,1,1,0,large blue ornament,,1.44926E+12,large blue ornament,TRUE,TRUE,TRUE,,,,,,,,ornament,big,blue,,,,
