workerid,totalLength,gameID,thinksHuman,comments,ratePartner,role,nativeEnglish,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.id,Answer.catch_trials
10,736458,5602-8,no,,okay,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3I0BTBYZAXKENIUUYSJHL2QE9A8Y0L,10,Submitted,Mon Nov 30 23:49:42 PST 2015,Mon Nov 30 06:43:50 PST 2015,Mon Nov 30 07:09:42 PST 2015,,,,,,"""5602-8""",[]
11,704420,5602-8,yes,N/A; Good luck!,okay,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3634BBTX0OTJUMUFXSGZ2LJUPTZIF3,11,Submitted,Mon Nov 30 23:49:52 PST 2015,Mon Nov 30 06:44:00 PST 2015,Mon Nov 30 07:09:52 PST 2015,,,,,,"""5602-8""",[]
12,539191,2291-3,yes,No,liked,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,33PPO7FECVEMW2GJ6ML9ELG9DGJIDS,12,Submitted,Mon Nov 30 23:51:38 PST 2015,Mon Nov 30 06:43:54 PST 2015,Mon Nov 30 07:11:38 PST 2015,,,,,,"""2291-3""",[]
13,473187,2291-3,yes,"no thanks",okay,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3VHHR074H3G85UNF0CF069Y589AL7G,13,Submitted,Mon Nov 30 23:51:47 PST 2015,Mon Nov 30 06:43:52 PST 2015,Mon Nov 30 07:11:47 PST 2015,,,,,,"""2291-3""",[]
14,516606,4986-4,yes,No.,loved,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,32SVAV9L3F898SVO19NKKE6E9VPA3I,14,Submitted,Tue Dec 01 00:08:12 PST 2015,Mon Nov 30 07:17:08 PST 2015,Mon Nov 30 07:28:12 PST 2015,,,,,,"""4986-4""",[]
15,846485,4986-4,yes,None,loved,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,379J5II41OFTE92PNKT6CJQMUWELE2,15,Submitted,Tue Dec 01 00:08:19 PST 2015,Mon Nov 30 06:48:35 PST 2015,Mon Nov 30 07:28:19 PST 2015,,,,,,"""4986-4""",[]
16,942784,3276-c,yes,,okay,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,31Z0PCVWUKEWO7VK9LHRS08M2MW7T5,16,Submitted,Tue Dec 01 00:08:58 PST 2015,Mon Nov 30 06:43:55 PST 2015,Mon Nov 30 07:28:58 PST 2015,,,,,,"""3276-c""",[]
17,1302223,3276-c,yes,it was kind of different and fun. ,okay,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3XUHV3NRVKXRWUQ6LYL5GXR20M65HE,17,Submitted,Tue Dec 01 00:09:15 PST 2015,Mon Nov 30 06:43:54 PST 2015,Mon Nov 30 07:29:15 PST 2015,,,,,,"""3276-c""",[]
18,850700,3928-b,yes,,loved,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,32SVAV9L3F898SVO19NKKE6E9VQ3AC,18,Submitted,Tue Dec 01 00:14:40 PST 2015,Mon Nov 30 06:43:52 PST 2015,Mon Nov 30 07:34:40 PST 2015,,,,,,"""3928-b""",[]
19,718037,3928-b,yes,None,okay,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,386CSBG1OZL0SRPN97I4HHX3N4DQ6B,19,Submitted,Tue Dec 01 00:14:43 PST 2015,Mon Nov 30 06:43:56 PST 2015,Mon Nov 30 07:34:43 PST 2015,,,,,,"""3928-b""",[]
20,473911,3884-2,yes,,liked,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3GFK2QRXX9G9TKLVGX75H01PFAK5WF,20,Submitted,Tue Dec 01 00:14:53 PST 2015,Mon Nov 30 06:43:53 PST 2015,Mon Nov 30 07:34:53 PST 2015,,,,,,"""3884-2""",[]
21,517648,3884-2,yes,,okay,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3JRJSWSMQHKCY5C0HEP6GXW5UAO3E7,21,Submitted,Tue Dec 01 00:14:55 PST 2015,Mon Nov 30 06:43:56 PST 2015,Mon Nov 30 07:34:55 PST 2015,,,,,,"""3884-2""",[]
22,655266,1453-c,yes,No,liked,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,34HJIJKLP5VEICHQCIJZQ6CX85MV4P,22,Submitted,Tue Dec 01 00:20:27 PST 2015,Mon Nov 30 06:43:58 PST 2015,Mon Nov 30 07:40:27 PST 2015,,,,,,"""1453-c""",[]
23,551512,1453-c,yes,"None thanks.",loved,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,31UV0MXWNQBRSP1QRG3QG9SH0ZL5I7,23,Submitted,Tue Dec 01 00:20:43 PST 2015,Mon Nov 30 06:43:55 PST 2015,Mon Nov 30 07:40:43 PST 2015,,,,,,"""1453-c""",[]
24,656765,9463-9,yes,fun little diddy :) thanks,liked,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3FFJ6VRIL1NSXIFPUAXEZEWQJRB0II,24,Submitted,Tue Dec 01 00:25:12 PST 2015,Mon Nov 30 06:43:53 PST 2015,Mon Nov 30 07:45:12 PST 2015,,,,,,"""9463-9""",[]
25,559827,9463-9,yes,,liked,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3G0WWMR1UVJ8ZCVF8O4LJSJPIU2NQI,25,Submitted,Tue Dec 01 00:25:14 PST 2015,Mon Nov 30 06:43:55 PST 2015,Mon Nov 30 07:45:14 PST 2015,,,,,,"""9463-9""",[]
26,813027,2592-b,yes,,liked,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3DOCMVPBTNDNWFINSWC4FYOKDJFNNV,26,Submitted,Tue Dec 01 00:29:51 PST 2015,Mon Nov 30 06:43:52 PST 2015,Mon Nov 30 07:49:51 PST 2015,,,,,,"""2592-b""",[]
27,584810,2592-b,yes,no,loved,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3P59JYT76LJP26YE390WW9RER6AT2B,27,Submitted,Tue Dec 01 00:29:54 PST 2015,Mon Nov 30 06:43:55 PST 2015,Mon Nov 30 07:49:54 PST 2015,,,,,,"""2592-b""",[]
28,542691,4309-b,yes,,loved,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3YMTUJH0DSFZ5KD17NJKPOOCBK6T47,28,Submitted,Tue Dec 01 00:32:08 PST 2015,Mon Nov 30 06:43:56 PST 2015,Mon Nov 30 07:52:08 PST 2015,,,,,,"""4309-b""",[]
29,638517,4309-b,yes,,okay,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,37TD41K0AH81LOD1B2KCYH4E1EJSC4,29,Submitted,Tue Dec 01 00:32:20 PST 2015,Mon Nov 30 07:30:13 PST 2015,Mon Nov 30 07:52:20 PST 2015,,,,,,"""4309-b""",[]
30,676594,7479-f,yes,,okay,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,37TD41K0AH81LOD1B2KCYH4E1E9CSE,30,Submitted,Tue Dec 01 00:36:57 PST 2015,Mon Nov 30 06:43:49 PST 2015,Mon Nov 30 07:56:57 PST 2015,,,,,,"""7479-f""",[]
31,457785,7479-f,no,No.,liked,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3TPWUS5F890US5UAV7UDV67Z7R5CWT,31,Submitted,Tue Dec 01 00:37:19 PST 2015,Mon Nov 30 07:39:27 PST 2015,Mon Nov 30 07:57:19 PST 2015,,,,,,"""7479-f""",[]
32,667997,8415-0,yes,no,okay,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3VAR3R6G1P0KBTVVN9NYCQYUEYW8OI,32,Submitted,Tue Dec 01 00:40:56 PST 2015,Mon Nov 30 07:37:14 PST 2015,Mon Nov 30 08:00:56 PST 2015,,,,,,"""8415-0""",[]
33,589288,8415-0,no,"It was interesting thank you!",liked,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,31LVTDXBL79IND7U9QD6BQP59LARLR,33,Submitted,Tue Dec 01 00:40:58 PST 2015,Mon Nov 30 07:10:09 PST 2015,Mon Nov 30 08:00:58 PST 2015,,,,,,"""8415-0""",[]
34,417640,1494-a,yes,I thought this was interesting ,liked,speaker,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3X3OR7WPZZZC58SYAH76K9U0JTGL83,34,Submitted,Tue Dec 01 00:53:21 PST 2015,Mon Nov 30 07:47:33 PST 2015,Mon Nov 30 08:13:21 PST 2015,,,,,,"""1494-a""",[]
35,645594,6317-a,yes,"This was a very fun interactive study! ",loved,listener,yes,3ZLW647WAKUHH52QYSP3QCRUYL432P,3NJNX96T4K1G7FC29XZ10ZCYFVLGOG,Language study,A 20-minute experiment where you play a language game with another turker.,language experiment study communication stanford fun cognitive science,$1.75,Mon Nov 30 06:43:26 PST 2015,40,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Wed Dec 30 06:43:26 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3ZLW647WAKUHH52QYSP3QCRUYL432P,3BV8HQ2ZZW085BI6KBLIRHIYJMRA6O,35,Submitted,Tue Dec 01 01:24:07 PST 2015,Mon Nov 30 08:31:06 PST 2015,Mon Nov 30 08:44:07 PST 2015,,,,,,"""6317-a""",[]
